Strain	Condition	Trait	Value
CB4856	Water	mean.norm.yellow	0.044269552967773
CB4856	Water	mean.norm.yellow	0.0142338570691982
CB4856	Water	mean.norm.yellow	0.0104345409740433
DL238	Water	mean.norm.yellow	-0.0190369540743981
DL238	Water	mean.norm.yellow	0.0375321435790429
DL238	Water	mean.norm.yellow	-0.0213110621560131
DL238	Water	mean.norm.yellow	0.0145036915400907
DL238	Water	mean.norm.yellow	0.00526427475291324
DL238	Water	mean.norm.yellow	-0.0277870767021429
DL238	Water	mean.norm.yellow	0.0307040495692178
DL238	Water	mean.norm.yellow	0.0055763468437402
DL238	Water	mean.norm.yellow	-0.0281663395652663
DL238	Water	mean.norm.yellow	-0.0143334484717757
DL238	Water	mean.norm.yellow	-0.0228369149167772
DL238	Water	mean.norm.yellow	0.00732233107241043
DL238	Water	mean.norm.yellow	0.0419752001744154
DL238	Water	mean.norm.yellow	0.00127240168017015
DL238	Water	mean.norm.yellow	0.017112975034556
DL238	Water	mean.norm.yellow	-0.00354948654138076
DL238	Water	mean.norm.yellow	-0.0175237328996033
DL238	Water	mean.norm.yellow	-0.0108627818858335
DL238	Water	mean.norm.yellow	0.00414438296663386
JU775	Water	mean.norm.yellow	0.0109750556402644
JU775	Water	mean.norm.yellow	-0.0160863648679999
JU775	Water	mean.norm.yellow	0.0101310623127104
JU775	Water	mean.norm.yellow	-0.00467301704251122
JU775	Water	mean.norm.yellow	0.0140026905348561
JU775	Water	mean.norm.yellow	-0.00153657826690204
JU775	Water	mean.norm.yellow	-0.0388532433901478
JU775	Water	mean.norm.yellow	0.0263760790473345
JU775	Water	mean.norm.yellow	-0.00626904928568936
JU775	Water	mean.norm.yellow	0.0248879076082321
JU775	Water	mean.norm.yellow	-0.0145308524477424
JU775	Water	mean.norm.yellow	0.01319348304681
JU775	Water	mean.norm.yellow	-0.0140828753303268
JU775	Water	mean.norm.yellow	0.00628570093563552
JU775	Water	mean.norm.yellow	-0.0274315063963202
JU775	Water	mean.norm.yellow	-0.000715629276333868
JU775	Water	mean.norm.yellow	0.0269994553585519
JU775	Water	mean.norm.yellow	0.0244097844948045
JU775	Water	mean.norm.yellow	-0.033082102675226
N2	Water	mean.norm.yellow	-0.021762533956004
N2	Water	mean.norm.yellow	-0.0178681236447547
N2	Water	mean.norm.yellow	-0.0151115122987741
N2	Water	mean.norm.yellow	-0.0067547037068123
N2	Water	mean.norm.yellow	0.0259790792675351
N2	Water	mean.norm.yellow	0.00848629910122681
N2	Water	mean.norm.yellow	0.0109060793221004
N2	Water	mean.norm.yellow	0.000469465384620546
N2	Water	mean.norm.yellow	-0.0249750724339523
N2	Water	mean.norm.yellow	0.0214176023432311
N2	Water	mean.norm.yellow	-0.00866999384175005
N2	Water	mean.norm.yellow	0.00621505224510094
N2	Water	mean.norm.yellow	-0.00819818590275111
N2	Water	mean.norm.yellow	-0.0018655923742554
N2	Water	mean.norm.yellow	0.00207181217353057
N2	Water	mean.norm.yellow	-0.0058172899575054
N2	Water	mean.norm.yellow	-0.00146457772716453
N2	Water	mean.norm.yellow	0.0213712970887464
N2	Water	mean.norm.yellow	0.0179437930614099
N2	Water	mean.norm.yellow	-0.00237289414377784
CB4856	Water	mean.TOF	-30.3843356423123
CB4856	Water	mean.TOF	3.93832524679055
CB4856	Water	mean.TOF	24.1180288231496
CB4856	Water	mean.TOF	7.84320666927454
CB4856	Water	mean.TOF	-1.64753418842776
CB4856	Water	mean.TOF	-5.63983516409306
CB4856	Water	mean.TOF	4.25551671889707
CB4856	Water	mean.TOF	-39.0698902546496
CB4856	Water	mean.TOF	6.12220315454903
CB4856	Water	mean.TOF	-4.44183914862367
CB4856	Water	mean.TOF	15.1924734248193
CB4856	Water	mean.TOF	14.5213715537175
CB4856	Water	mean.TOF	-1.52147420156354
CB4856	Water	mean.TOF	12.4307547401904
CB4856	Water	mean.TOF	-6.99204745970158
CB4856	Water	mean.TOF	11.8486098891525
CB4856	Water	mean.TOF	9.83054834184162
CB4856	Water	mean.TOF	-7.76152575202249
CB4856	Water	mean.TOF	-12.6425567509876
DL238	Water	mean.TOF	-1.72641261758656
DL238	Water	mean.TOF	15.3506860601065
DL238	Water	mean.TOF	-3.26474298888203
DL238	Water	mean.TOF	2.65465133858794
DL238	Water	mean.TOF	0.609081671872332
DL238	Water	mean.TOF	-9.91566057796879
DL238	Water	mean.TOF	-5.02363680013187
DL238	Water	mean.TOF	12.1876569951314
DL238	Water	mean.TOF	-18.3281594607431
DL238	Water	mean.TOF	-12.2114062578128
DL238	Water	mean.TOF	-2.65140308437736
DL238	Water	mean.TOF	32.5606122841172
DL238	Water	mean.TOF	11.4366722971636
DL238	Water	mean.TOF	-8.83265536777111
DL238	Water	mean.TOF	5.81037576566877
DL238	Water	mean.TOF	6.28890360064383
DL238	Water	mean.TOF	-16.6450074637819
DL238	Water	mean.TOF	-8.23411725818514
DL238	Water	mean.TOF	-0.0654381360508296
JU775	Water	mean.TOF	2.2519980649603
JU775	Water	mean.TOF	-16.9821047632847
JU775	Water	mean.TOF	-9.72872130463807
JU775	Water	mean.TOF	6.43021336137852
JU775	Water	mean.TOF	8.34709243858075
JU775	Water	mean.TOF	12.8118631109463
JU775	Water	mean.TOF	-0.256934983997752
JU775	Water	mean.TOF	16.1854215525048
JU775	Water	mean.TOF	-10.4415222677199
JU775	Water	mean.TOF	9.11693506601827
JU775	Water	mean.TOF	8.5399500499141
JU775	Water	mean.TOF	6.61048369939746
JU775	Water	mean.TOF	-41.6288479510413
JU775	Water	mean.TOF	-20.1851459406082
JU775	Water	mean.TOF	2.52573793668557
JU775	Water	mean.TOF	7.771996616118
JU775	Water	mean.TOF	11.8306942797775
JU775	Water	mean.TOF	10.1908905351351
JU775	Water	mean.TOF	-3.38999950012681
N2	Water	mean.TOF	-28.7702815220463
N2	Water	mean.TOF	-6.72928587052434
N2	Water	mean.TOF	1.11058096260092
N2	Water	mean.TOF	-3.49747621276532
N2	Water	mean.TOF	-15.1388923520058
N2	Water	mean.TOF	11.6023781879003
N2	Water	mean.TOF	12.3422381124751
N2	Water	mean.TOF	5.53450952095835
N2	Water	mean.TOF	-19.7192341712278
N2	Water	mean.TOF	9.20677650764327
N2	Water	mean.TOF	-3.56187846311695
N2	Water	mean.TOF	29.5401098409766
N2	Water	mean.TOF	-19.9346063612938
N2	Water	mean.TOF	-5.87856396217532
N2	Water	mean.TOF	11.9459894047509
N2	Water	mean.TOF	3.64770440879153
N2	Water	mean.TOF	-1.58485373074336
N2	Water	mean.TOF	-4.74855537043902
N2	Water	mean.TOF	15.86746608648
N2	Water	mean.TOF	8.76587498376063
CB4856	Water	norm.n	-86.780701754386
CB4856	Water	norm.n	26.5526315789474
CB4856	Water	norm.n	19.8859649122807
CB4856	Water	norm.n	41.219298245614
CB4856	Water	norm.n	10.8859649122807
CB4856	Water	norm.n	16.219298245614
CB4856	Water	norm.n	-1.1140350877193
CB4856	Water	norm.n	44.5526315789474
CB4856	Water	norm.n	-8.78070175438596
CB4856	Water	norm.n	-61.4473684210526
CB4856	Water	norm.n	15.8859649122807
CB4856	Water	norm.n	-12.1140350877193
CB4856	Water	norm.n	-43.1140350877193
CB4856	Water	norm.n	0.219298245614041
CB4856	Water	norm.n	28.219298245614
CB4856	Water	norm.n	55.219298245614
CB4856	Water	norm.n	35.0526315789474
CB4856	Water	norm.n	-41.780701754386
CB4856	Water	norm.n	-38.780701754386
DL238	Water	norm.n	12.2894736842105
DL238	Water	norm.n	79.9561403508772
DL238	Water	norm.n	-5.71052631578947
DL238	Water	norm.n	5.95614035087721
DL238	Water	norm.n	-2.37719298245614
DL238	Water	norm.n	59.6228070175439
DL238	Water	norm.n	-55.0438596491228
DL238	Water	norm.n	-45.7105263157895
DL238	Water	norm.n	47.6228070175439
DL238	Water	norm.n	-20.0438596491228
DL238	Water	norm.n	3.28947368421055
DL238	Water	norm.n	10.4561403508772
DL238	Water	norm.n	-60.0438596491228
DL238	Water	norm.n	-17.0438596491228
DL238	Water	norm.n	-32.3771929824561
DL238	Water	norm.n	-14.0438596491228
DL238	Water	norm.n	48.2894736842105
DL238	Water	norm.n	38.6228070175439
DL238	Water	norm.n	-53.7105263157895
JU775	Water	norm.n	-21.6491228070175
JU775	Water	norm.n	-13.9824561403509
JU775	Water	norm.n	-21.9824561403509
JU775	Water	norm.n	-17.6491228070175
JU775	Water	norm.n	-9.98245614035088
JU775	Water	norm.n	13.0175438596491
JU775	Water	norm.n	81.0175438596491
JU775	Water	norm.n	-31.9824561403509
JU775	Water	norm.n	3.35087719298247
JU775	Water	norm.n	32.6842105263158
JU775	Water	norm.n	13.3508771929825
JU775	Water	norm.n	2.68421052631579
JU775	Water	norm.n	-68.3157894736842
JU775	Water	norm.n	5.68421052631579
JU775	Water	norm.n	61.6842105263158
JU775	Water	norm.n	15.6842105263158
JU775	Water	norm.n	2.01754385964912
JU775	Water	norm.n	19.0175438596491
JU775	Water	norm.n	-64.6491228070175
N2	Water	norm.n	70.75
N2	Water	norm.n	-3.91666666666667
N2	Water	norm.n	-64.25
N2	Water	norm.n	11.4166666666667
N2	Water	norm.n	-51.25
N2	Water	norm.n	-22.9166666666667
N2	Water	norm.n	28.0833333333333
N2	Water	norm.n	8.41666666666666
N2	Water	norm.n	51.75
N2	Water	norm.n	20.0833333333333
N2	Water	norm.n	-18.9166666666667
N2	Water	norm.n	-55.9166666666667
N2	Water	norm.n	13.75
N2	Water	norm.n	-15.25
N2	Water	norm.n	-44.5833333333333
N2	Water	norm.n	6.41666666666666
N2	Water	norm.n	6.41666666666666
N2	Water	norm.n	50.75
N2	Water	norm.n	11.75
N2	Water	norm.n	-2.58333333333334
CB4856	Water	PC1	-0.834484958921544
CB4856	Water	PC1	-0.505182821621922
CB4856	Water	PC1	-0.348525860740495
CB4856	Water	PC1	-1.86917298833724
CB4856	Water	PC1	-0.786133003572855
CB4856	Water	PC1	-1.04110631230936
CB4856	Water	PC1	0.429344306024401
CB4856	Water	PC1	-3.95691227477884
CB4856	Water	PC1	0.456664403762021
CB4856	Water	PC1	2.12408168270119
CB4856	Water	PC1	0.104488777295318
CB4856	Water	PC1	1.0368625173855
CB4856	Water	PC1	1.89034514167563
CB4856	Water	PC1	1.58030557122829
CB4856	Water	PC1	-1.49919493769814
CB4856	Water	PC1	-0.1730991057843
CB4856	Water	PC1	2.45161452825335
CB4856	Water	PC1	0.534387480892279
CB4856	Water	PC1	0.405717854546748
DL238	Water	PC1	-1.18581988190211
DL238	Water	PC1	2.0921541720167
DL238	Water	PC1	-1.21374175383272
DL238	Water	PC1	1.4776963875274
DL238	Water	PC1	0.0107202413203368
DL238	Water	PC1	-2.76119813036588
DL238	Water	PC1	2.11284109053687
DL238	Water	PC1	1.34579135742208
DL238	Water	PC1	-2.56020748660722
DL238	Water	PC1	-1.0447036082445
DL238	Water	PC1	-1.3432189959859
DL238	Water	PC1	1.58779259688221
DL238	Water	PC1	2.97462478090981
DL238	Water	PC1	-0.0416590153849567
DL238	Water	PC1	0.948592813853391
DL238	Water	PC1	0.694455607461137
DL238	Water	PC1	-2.37700715898495
DL238	Water	PC1	-1.50295103042055
DL238	Water	PC1	0.785838013798842
JU775	Water	PC1	1.19789492556546
JU775	Water	PC1	-1.0340406195591
JU775	Water	PC1	0.624668164858472
JU775	Water	PC1	-0.257944429874273
JU775	Water	PC1	1.46252139619144
JU775	Water	PC1	0.305848932936498
JU775	Water	PC1	-3.52484501308522
JU775	Water	PC1	2.83172035354005
JU775	Water	PC1	-0.368792552054798
JU775	Water	PC1	1.89043057832578
JU775	Water	PC1	-1.29876485233195
JU775	Water	PC1	0.93408877333408
JU775	Water	PC1	-1.15523704610745
JU775	Water	PC1	-0.404001855972963
JU775	Water	PC1	-2.8425074507788
JU775	Water	PC1	0.227568640721049
JU775	Water	PC1	1.83767460123823
JU775	Water	PC1	1.30085048053117
JU775	Water	PC1	-1.72713302747766
N2	Water	PC1	-2.7138568651994
N2	Water	PC1	-0.872415541902899
N2	Water	PC1	-0.043813147737809
N2	Water	PC1	-0.865090128193558
N2	Water	PC1	1.52927951740409
N2	Water	PC1	1.23990368734182
N2	Water	PC1	0.826414512421069
N2	Water	PC1	-0.0698120689158345
N2	Water	PC1	-1.98181610004381
N2	Water	PC1	1.31519697989791
N2	Water	PC1	-0.224134863079096
N2	Water	PC1	1.18468012505371
N2	Water	PC1	-0.965214103461663
N2	Water	PC1	0.0424895979728437
N2	Water	PC1	0.792467648497815
N2	Water	PC1	-0.59992747943614
N2	Water	PC1	0.161346831028807
N2	Water	PC1	-0.0460223491172795
N2	Water	PC1	1.35178872844971
N2	Water	PC1	-0.0614649809802978
CB4856	Water	PC2	-3.21343313046373
CB4856	Water	PC2	0.741078392365339
CB4856	Water	PC2	1.48354366214969
CB4856	Water	PC2	1.21689991670126
CB4856	Water	PC2	0.149130093162897
CB4856	Water	PC2	0.0843259799028467
CB4856	Water	PC2	0.153297533477361
CB4856	Water	PC2	-0.779840353952859
CB4856	Water	PC2	0.0225861346371553
CB4856	Water	PC2	-1.54222575083855
CB4856	Water	PC2	0.999252881823969
CB4856	Water	PC2	0.395889302899686
CB4856	Water	PC2	-0.918026106072907
CB4856	Water	PC2	0.581564411069021
CB4856	Water	PC2	0.282073940656595
CB4856	Water	PC2	1.68194364213072
CB4856	Water	PC2	1.19767827587073
CB4856	Water	PC2	-1.17558450663562
CB4856	Water	PC2	-1.36015431888359
DL238	Water	PC2	0.165303400537259
DL238	Water	PC2	2.35583661658439
DL238	Water	PC2	-0.279488060367644
DL238	Water	PC2	0.188294524967356
DL238	Water	PC2	0.0122373057326074
DL238	Water	PC2	0.821128143765671
DL238	Water	PC2	-1.36580045456965
DL238	Water	PC2	-0.427784850691994
DL238	Water	PC2	0.155028941290592
DL238	Water	PC2	-0.97063040841987
DL238	Water	PC2	-0.0664439006840191
DL238	Water	PC2	1.66075141453206
DL238	Water	PC2	-0.692367376441991
DL238	Water	PC2	-0.753382486490402
DL238	Water	PC2	-0.35912633997117
DL238	Water	PC2	-0.0684338651478472
DL238	Water	PC2	0.295033974571051
DL238	Water	PC2	0.459655852012279
DL238	Water	PC2	-1.12981243120867
JU775	Water	PC2	-0.376812507077256
JU775	Water	PC2	-1.09009891470722
JU775	Water	PC2	-0.907587671458789
JU775	Water	PC2	-0.0468155884787285
JU775	Water	PC2	0.141406430878915
JU775	Water	PC2	0.836402574826304
JU775	Water	PC2	1.72165920019914
JU775	Water	PC2	0.0174245227179108
JU775	Water	PC2	-0.435818101063386
JU775	Water	PC2	1.05495282016182
JU775	Water	PC2	0.717763902664705
JU775	Water	PC2	0.358460064886345
JU775	Water	PC2	-3.33662301537878
JU775	Water	PC2	-0.77834631139648
JU775	Water	PC2	1.47004226421913
JU775	Water	PC2	0.660300012260874
JU775	Water	PC2	0.589801680263401
JU775	Water	PC2	0.888317213638941
JU775	Water	PC2	-1.48442857715685
N2	Water	PC2	0.169587359036344
N2	Water	PC2	-0.422927501288601
N2	Water	PC2	-1.31804389295225
N2	Water	PC2	0.10492344016614
N2	Water	PC2	-1.74669969557543
N2	Water	PC2	0.0278667347225464
N2	Water	PC2	1.13861642855335
N2	Water	PC2	0.44384065484321
N2	Water	PC2	0.133017139071692
N2	Water	PC2	0.843004354967449
N2	Water	PC2	-0.579387593670203
N2	Water	PC2	0.221195662782905
N2	Water	PC2	-0.636687647708752
N2	Water	PC2	-0.602724145057614
N2	Water	PC2	-0.383447566597623
N2	Water	PC2	0.327642676098096
N2	Water	PC2	0.0275599392413656
N2	Water	PC2	0.919698732559488
N2	Water	PC2	0.971802738524518
N2	Water	PC2	0.361162182283347
CB4856	Water	PC3	0.178511807373838
CB4856	Water	PC3	0.025940129977591
CB4856	Water	PC3	1.39376820970332
CB4856	Water	PC3	0.770836921866175
CB4856	Water	PC3	0.128963680224467
CB4856	Water	PC3	-0.0915722264870781
CB4856	Water	PC3	0.0642403818097486
CB4856	Water	PC3	-1.19420701647482
CB4856	Water	PC3	0.346587735090384
CB4856	Water	PC3	-0.274686260162374
CB4856	Water	PC3	0.633459721110917
CB4856	Water	PC3	0.596125557826231
CB4856	Water	PC3	-0.363131255725004
CB4856	Water	PC3	-0.0953802998605435
CB4856	Water	PC3	-0.156190026458089
CB4856	Water	PC3	-0.190195704903328
CB4856	Water	PC3	-1.42891936828691
CB4856	Water	PC3	-0.0278663169453122
CB4856	Water	PC3	-0.31628566967919
DL238	Water	PC3	0.327337879747215
DL238	Water	PC3	-1.71532825033719
DL238	Water	PC3	0.588831189990244
DL238	Water	PC3	-0.745857393820985
DL238	Water	PC3	0.0611496972370359
DL238	Water	PC3	-0.246361369203047
DL238	Water	PC3	-0.465669485193069
DL238	Water	PC3	0.924870478233457
DL238	Water	PC3	-0.65734272492427
DL238	Water	PC3	0.180792919046695
DL238	Water	PC3	0.530076569567666
DL238	Water	PC3	1.0357289177506
DL238	Water	PC3	0.196687424448141
DL238	Water	PC3	-0.223978642301229
DL238	Water	PC3	0.436562359466123
DL238	Water	PC3	0.318509736327776
DL238	Water	PC3	-0.690429030599493
DL238	Water	PC3	-0.443536279348844
DL238	Water	PC3	0.587956003913171
JU775	Water	PC3	-0.0990304332168966
JU775	Water	PC3	-0.235893691692074
JU775	Water	PC3	-0.557546702691015
JU775	Water	PC3	0.886492393526289
JU775	Water	PC3	-0.0758631055950585
JU775	Water	PC3	0.417808482241402
JU775	Water	PC3	0.391907198875084
JU775	Water	PC3	0.0943822746461304
JU775	Water	PC3	-0.517416562644713
JU775	Water	PC3	-1.08107643315584
JU775	Water	PC3	1.00316208445306
JU775	Water	PC3	-0.150611257276298
JU775	Water	PC3	-0.726364085512857
JU775	Water	PC3	-1.20180718130441
JU775	Water	PC3	0.545788268941973
JU775	Water	PC3	0.0851308791539735
JU775	Water	PC3	-0.312980263384116
JU775	Water	PC3	-0.452951831188516
JU775	Water	PC3	1.98686996582387
N2	Water	PC3	-1.69612003704584
N2	Water	PC3	0.149385380615587
N2	Water	PC3	1.34624696709837
N2	Water	PC3	0.028088577468333
N2	Water	PC3	-0.865553308344674
N2	Water	PC3	0.505063069180425
N2	Water	PC3	-0.200672997668913
N2	Water	PC3	0.227922200227656
N2	Water	PC3	-1.12948205135418
N2	Water	PC3	-0.533345267460686
N2	Water	PC3	0.270880162254148
N2	Water	PC3	2.29912361694748
N2	Water	PC3	-1.00396343818678
N2	Water	PC3	-0.103159632288989
N2	Water	PC3	1.18286277642742
N2	Water	PC3	0.436997386015497
N2	Water	PC3	-0.29907119223388
N2	Water	PC3	-1.29783771507471
N2	Water	PC3	0.0383522839562379
N2	Water	PC3	0.64428321946748
