Condition	Strain	Trait	Value
arsenictrioxide	QX525	PC2	-0.0373147166139443
arsenictrioxide	QX526	PC2	-1.4126458489704
arsenictrioxide	QX527	PC2	0.283269899349291
arsenictrioxide	QX528	PC2	0.132853204116915
arsenictrioxide	QX529	PC2	-1.08549278256617
arsenictrioxide	QX530	PC2	-2.40205121877992
arsenictrioxide	QX531	PC2	0.0276127753878196
arsenictrioxide	QX533	PC2	-0.0295700735772984
arsenictrioxide	QX534	PC2	1.16491267823216
arsenictrioxide	QX539	PC2	-1.33838392293616
arsenictrioxide	QX542	PC2	0.554351321946678
arsenictrioxide	QX545	PC2	0.20115817930981
arsenictrioxide	QX549	PC2	-1.75908625042416
arsenictrioxide	QX550	PC2	0.566553418147251
arsenictrioxide	QX551	PC2	-0.862333962455961
arsenictrioxide	QX553	PC2	-0.439699511050199
arsenictrioxide	QX554	PC2	-0.798796079390968
arsenictrioxide	QX555	PC2	0.492113108075595
arsenictrioxide	QX556	PC2	0.225514489160763
arsenictrioxide	QX559	PC2	-1.09992700720981
arsenictrioxide	QX560	PC2	-0.90350849530718
arsenictrioxide	QX561	PC2	0.94097049608393
arsenictrioxide	QX564	PC2	0.527592267753653
arsenictrioxide	QX565	PC2	0.391117951615619
arsenictrioxide	QX570	PC2	0.106569625197546
arsenictrioxide	QX572	PC2	0.42515917129336
arsenictrioxide	QX573	PC2	-1.26835450841338
arsenictrioxide	QX579	PC2	0.725873362896618
arsenictrioxide	QX580	PC2	0.0962919278077591
arsenictrioxide	QX583	PC2	1.04379918546618
arsenictrioxide	QX584	PC2	-0.941359721426361
arsenictrioxide	QX585	PC2	-0.877264760994987
arsenictrioxide	QX587	PC2	-1.24225209265045
arsenictrioxide	QX588	PC2	0.558461813098818
arsenictrioxide	QX594	PC2	-0.641741501857491
arsenictrioxide	QX597	PC2	-0.923671775841761
arsenictrioxide	QX598	PC2	0.496869522903162
arsenictrioxide	QX240	PC3	-0.445681185043192
arsenictrioxide	QX241	PC3	-0.126679434900892
arsenictrioxide	QX242	PC3	0.353432287622766
arsenictrioxide	QX243	PC3	0.332676263726987
arsenictrioxide	QX244	PC3	-0.0230502197160259
arsenictrioxide	QX245	PC3	0.00987787204863969
arsenictrioxide	QX250	PC3	0.0199659387158423
arsenictrioxide	QX252	PC3	0.397242457371257
arsenictrioxide	QX253	PC3	-0.230363806299289
arsenictrioxide	QX254	PC3	0.775612576864298
arsenictrioxide	QX258	PC3	-0.421908279559235
arsenictrioxide	QX261	PC3	-0.103215819316495
arsenictrioxide	QX263	PC3	0.199407416791948
arsenictrioxide	QX265	PC3	-0.191239349730469
arsenictrioxide	QX266	PC3	0.0968033227312463
arsenictrioxide	QX267	PC3	0.325726563097869
arsenictrioxide	QX268	PC3	-0.303602562687237
arsenictrioxide	QX269	PC3	0.722437376380652
arsenictrioxide	QX270	PC3	0.182727402336762
arsenictrioxide	QX272	PC3	0.7639035707257
arsenictrioxide	QX273	PC3	-0.980673676898391
arsenictrioxide	QX274	PC3	-0.25510721017013
arsenictrioxide	QX276	PC3	1.56593594329253
arsenictrioxide	QX277	PC3	0.760918003815755
arsenictrioxide	QX278	PC3	0.121846153837191
arsenictrioxide	QX279	PC3	0.336699203559592
arsenictrioxide	QX280	PC3	-0.302849999932886
arsenictrioxide	QX281	PC3	0.626953131424711
arsenictrioxide	QX282	PC3	0.0968741087537329
arsenictrioxide	QX283	PC3	0.152522486301328
arsenictrioxide	QX284	PC3	-0.571743472871553
arsenictrioxide	QX285	PC3	-0.263504295691273
arsenictrioxide	QX286	PC3	-0.466610390266292
arsenictrioxide	QX287	PC3	0.414530662534564
arsenictrioxide	QX288	PC3	-0.291492805443935
arsenictrioxide	QX290	PC3	0.0264856407595887
arsenictrioxide	QX291	PC3	-0.174073798582537
arsenictrioxide	QX294	PC3	0.315468932533067
arsenictrioxide	QX296	PC3	-0.262090114610398
arsenictrioxide	QX298	PC3	-0.259627782011387
arsenictrioxide	QX299	PC3	0.449158100522943
arsenictrioxide	QX300	PC3	-0.396314847752865
arsenictrioxide	QX301	PC3	0.113980660984481
arsenictrioxide	QX302	PC3	0.0126330157184536
arsenictrioxide	QX304	PC3	0.199161624192177
arsenictrioxide	QX305	PC3	-0.247604591290191
arsenictrioxide	QX306	PC3	0.787767699594045
arsenictrioxide	QX307	PC3	-0.175814521938188
arsenictrioxide	QX309	PC3	1.09855673136067
arsenictrioxide	QX311	PC3	-0.0400458716638697
arsenictrioxide	QX312	PC3	1.27045406473235
arsenictrioxide	QX313	PC3	-0.306315236570703
arsenictrioxide	QX315	PC3	0.128457193071194
arsenictrioxide	QX316	PC3	-0.121752314980291
arsenictrioxide	QX318	PC3	-0.122669856145008
arsenictrioxide	QX319	PC3	0.659244693242882
arsenictrioxide	QX320	PC3	-0.122443558023545
arsenictrioxide	QX321	PC3	0.308594429667429
arsenictrioxide	QX323	PC3	0.321207816607946
arsenictrioxide	QX324	PC3	0.484074366019906
arsenictrioxide	QX325	PC3	-0.168349826601126
arsenictrioxide	QX326	PC3	0.179740552223533
arsenictrioxide	QX328	PC3	-0.171381715438523
arsenictrioxide	QX329	PC3	-1.48152222997072
arsenictrioxide	QX330	PC3	-1.01956393644141
arsenictrioxide	QX331	PC3	-0.309109237705735
arsenictrioxide	QX332	PC3	1.28605174559058
arsenictrioxide	QX333	PC3	0.301657620853916
arsenictrioxide	QX334	PC3	-0.42500619707376
arsenictrioxide	QX336	PC3	-0.535618403125523
arsenictrioxide	QX337	PC3	0.20804189807265
arsenictrioxide	QX339	PC3	0.052297360902815
arsenictrioxide	QX340	PC3	0.700992955096957
arsenictrioxide	QX341	PC3	-0.249074926140133
arsenictrioxide	QX343	PC3	-0.644814877595033
arsenictrioxide	QX345	PC3	0.721923205385117
arsenictrioxide	QX346	PC3	-0.66714839647667
arsenictrioxide	QX348	PC3	0.0338306251351415
arsenictrioxide	QX349	PC3	0.123969171905492
arsenictrioxide	QX352	PC3	-0.0215425776997189
arsenictrioxide	QX353	PC3	0.410025815977111
arsenictrioxide	QX354	PC3	-0.633698851195872
arsenictrioxide	QX355	PC3	-0.225321000245803
arsenictrioxide	QX356	PC3	-0.0912996884701343
arsenictrioxide	QX357	PC3	0.233210083366639
arsenictrioxide	QX358	PC3	0.782090064582083
arsenictrioxide	QX359	PC3	0.389480946040709
arsenictrioxide	QX360	PC3	-0.320254808591918
arsenictrioxide	QX361	PC3	-0.175556514407848
arsenictrioxide	QX362	PC3	-0.394786354008177
arsenictrioxide	QX363	PC3	0.298530432172602
arsenictrioxide	QX365	PC3	-0.269643871852934
arsenictrioxide	QX366	PC3	0.187616759804943
arsenictrioxide	QX367	PC3	-0.50664959089478
arsenictrioxide	QX368	PC3	0.453472754115028
arsenictrioxide	QX369	PC3	-0.351428072267918
arsenictrioxide	QX370	PC3	-0.278487879411773
arsenictrioxide	QX372	PC3	-0.442486746131267
arsenictrioxide	QX373	PC3	0.0192197496216051
arsenictrioxide	QX374	PC3	0.197672236796435
arsenictrioxide	QX375	PC3	-0.408045105069077
arsenictrioxide	QX376	PC3	0.0620239704157561
arsenictrioxide	QX377	PC3	-0.533254419714727
arsenictrioxide	QX378	PC3	0.0425743784378048
arsenictrioxide	QX379	PC3	-0.179432487191236
arsenictrioxide	QX380	PC3	-0.0931368490390906
arsenictrioxide	QX381	PC3	-0.30685060576488
arsenictrioxide	QX382	PC3	0.0810586448285356
arsenictrioxide	QX383	PC3	0.0402267775232474
arsenictrioxide	QX384	PC3	0.143293849136626
arsenictrioxide	QX385	PC3	-0.0897910684439871
arsenictrioxide	QX386	PC3	-1.06837183631961
arsenictrioxide	QX387	PC3	-0.350785555819827
arsenictrioxide	QX389	PC3	0.0316594377375835
arsenictrioxide	QX390	PC3	-0.484258807867651
arsenictrioxide	QX391	PC3	0.288960312596449
arsenictrioxide	QX392	PC3	-0.374897100471881
arsenictrioxide	QX393	PC3	-0.974997364715401
arsenictrioxide	QX394	PC3	-0.2576336811877
arsenictrioxide	QX395	PC3	-0.102326500476636
arsenictrioxide	QX396	PC3	0.840393242401174
arsenictrioxide	QX397	PC3	0.00356950632850726
arsenictrioxide	QX398	PC3	0.933913953228864
arsenictrioxide	QX399	PC3	-0.528383410200969
arsenictrioxide	QX400	PC3	0.0724507405613241
arsenictrioxide	QX401	PC3	0.778907665655646
arsenictrioxide	QX402	PC3	1.59619696304623
arsenictrioxide	QX403	PC3	1.53661363749604
arsenictrioxide	QX404	PC3	0.335279438957636
arsenictrioxide	QX406	PC3	-0.154422549350631
arsenictrioxide	QX407	PC3	-0.441979743499065
arsenictrioxide	QX409	PC3	0.0884791764466583
arsenictrioxide	QX410	PC3	-0.0893252904234739
arsenictrioxide	QX411	PC3	1.29744320207543
arsenictrioxide	QX412	PC3	-0.81616357987525
arsenictrioxide	QX413	PC3	-0.102403673585912
arsenictrioxide	QX414	PC3	-0.254233503614572
arsenictrioxide	QX416	PC3	1.0103698076649
arsenictrioxide	QX417	PC3	0.2497767617766
arsenictrioxide	QX418	PC3	-0.0792893712589472
arsenictrioxide	QX421	PC3	0.474666221540039
arsenictrioxide	QX423	PC3	-0.499048988632178
arsenictrioxide	QX424	PC3	-0.0911009872914267
arsenictrioxide	QX426	PC3	-0.894654547717384
arsenictrioxide	QX428	PC3	-2.1384829623619
arsenictrioxide	QX429	PC3	0.188853185746673
arsenictrioxide	QX430	PC3	0.71952969293734
arsenictrioxide	QX431	PC3	-0.0509098714095398
arsenictrioxide	QX435	PC3	-0.221461021660334
arsenictrioxide	QX436	PC3	-0.461318999466015
arsenictrioxide	QX437	PC3	0.256224304916484
arsenictrioxide	QX438	PC3	-0.605973478874455
arsenictrioxide	QX441	PC3	0.80201557724887
arsenictrioxide	QX442	PC3	0.179190951905805
arsenictrioxide	QX444	PC3	-0.150415057064369
arsenictrioxide	QX445	PC3	-0.626386427539513
arsenictrioxide	QX446	PC3	-0.277402685931992
arsenictrioxide	QX447	PC3	-0.713142277801939
arsenictrioxide	QX448	PC3	0.291507576160379
arsenictrioxide	QX450	PC3	-0.925953537684075
arsenictrioxide	QX452	PC3	0.0155063203501941
arsenictrioxide	QX453	PC3	0.262790594623953
arsenictrioxide	QX454	PC3	1.14593286183501
arsenictrioxide	QX455	PC3	-0.123010505696174
arsenictrioxide	QX456	PC3	0.115525566852432
arsenictrioxide	QX457	PC3	-0.6380206434264
arsenictrioxide	QX458	PC3	-0.686423744021658
arsenictrioxide	QX459	PC3	-0.56336033966826
arsenictrioxide	QX460	PC3	0.89913272364334
arsenictrioxide	QX461	PC3	-1.48763068551615
arsenictrioxide	QX463	PC3	-0.652697545224929
arsenictrioxide	QX464	PC3	-0.166128401852779
arsenictrioxide	QX465	PC3	-0.447611118338613
arsenictrioxide	QX466	PC3	-0.259968665431912
arsenictrioxide	QX467	PC3	-0.650704482789737
arsenictrioxide	QX468	PC3	0.148358470544097
arsenictrioxide	QX469	PC3	0.409789170252659
arsenictrioxide	QX470	PC3	0.0146000106268289
arsenictrioxide	QX471	PC3	0.169165641489576
arsenictrioxide	QX473	PC3	0.0118003418975615
arsenictrioxide	QX474	PC3	-0.932124527145975
arsenictrioxide	QX475	PC3	0.964534416449047
arsenictrioxide	QX476	PC3	0.271027263350678
arsenictrioxide	QX477	PC3	0.095725258255456
arsenictrioxide	QX478	PC3	-0.0796342688541505
arsenictrioxide	QX479	PC3	-0.309694747471059
arsenictrioxide	QX480	PC3	0.821053148347629
arsenictrioxide	QX481	PC3	0.556320504537588
arsenictrioxide	QX482	PC3	0.4235963854646
arsenictrioxide	QX483	PC3	-0.0796306565199307
arsenictrioxide	QX484	PC3	-0.216678296854182
arsenictrioxide	QX485	PC3	1.37048155951542
arsenictrioxide	QX486	PC3	0.75002306509896
arsenictrioxide	QX487	PC3	0.13106537326334
arsenictrioxide	QX488	PC3	0.757040907378227
arsenictrioxide	QX489	PC3	0.41582198696874
arsenictrioxide	QX490	PC3	-0.588522596418221
arsenictrioxide	QX492	PC3	-0.090986073493577
arsenictrioxide	QX493	PC3	0.506104445272695
arsenictrioxide	QX494	PC3	-0.4996697421947
arsenictrioxide	QX495	PC3	-0.203317032550112
arsenictrioxide	QX496	PC3	1.07294901557288
arsenictrioxide	QX498	PC3	-0.21992978612684
arsenictrioxide	QX501	PC3	-0.480784583629741
arsenictrioxide	QX506	PC3	-0.725283090207564
arsenictrioxide	QX508	PC3	-0.416536730667622
arsenictrioxide	QX511	PC3	-0.2622775653263
arsenictrioxide	QX512	PC3	-0.157878198760446
arsenictrioxide	QX513	PC3	-0.449166944322936
arsenictrioxide	QX514	PC3	0.579727767073286
arsenictrioxide	QX515	PC3	-0.358061913074864
arsenictrioxide	QX517	PC3	-0.351232927258384
arsenictrioxide	QX521	PC3	1.60376988830685
arsenictrioxide	QX523	PC3	0.158542677416132
arsenictrioxide	QX524	PC3	-0.895032876581341
arsenictrioxide	QX525	PC3	1.88215834202436
arsenictrioxide	QX526	PC3	-0.593520295378618
arsenictrioxide	QX527	PC3	0.156535806707596
arsenictrioxide	QX528	PC3	0.600464556661415
arsenictrioxide	QX529	PC3	0.422612095183857
arsenictrioxide	QX530	PC3	-1.07091396989847
arsenictrioxide	QX531	PC3	-0.438079697834204
arsenictrioxide	QX533	PC3	0.227239278734965
arsenictrioxide	QX534	PC3	0.285998087576315
arsenictrioxide	QX539	PC3	0.516794379574885
arsenictrioxide	QX542	PC3	-0.26864072331765
arsenictrioxide	QX545	PC3	0.0172570662594127
arsenictrioxide	QX549	PC3	-0.902398263818752
arsenictrioxide	QX550	PC3	-0.174018027265404
arsenictrioxide	QX551	PC3	-0.223877156519762
arsenictrioxide	QX553	PC3	-0.00355078649250011
arsenictrioxide	QX554	PC3	-0.293521179367947
arsenictrioxide	QX555	PC3	1.16634956956958
arsenictrioxide	QX556	PC3	-0.343481862778926
arsenictrioxide	QX559	PC3	-0.208910111290024
arsenictrioxide	QX560	PC3	0.511412996940726
arsenictrioxide	QX561	PC3	0.269589986956829
arsenictrioxide	QX564	PC3	-0.175226837453877
arsenictrioxide	QX565	PC3	0.727262208850229
arsenictrioxide	QX570	PC3	0.35257739840464
arsenictrioxide	QX572	PC3	-0.551911355277761
arsenictrioxide	QX573	PC3	-0.539634247200721
arsenictrioxide	QX579	PC3	-0.639229301373342
arsenictrioxide	QX580	PC3	-0.347654501550145
arsenictrioxide	QX583	PC3	0.152753598097151
arsenictrioxide	QX584	PC3	-0.686023418010714
arsenictrioxide	QX585	PC3	-0.342081851867606
arsenictrioxide	QX587	PC3	-0.443815543222398
arsenictrioxide	QX588	PC3	-0.228282019529894
arsenictrioxide	QX594	PC3	-0.331561218875619
arsenictrioxide	QX597	PC3	-0.595915695066915
arsenictrioxide	QX598	PC3	0.0139694027008839
