plate	condition	control	strain	row	col	trait	value
3	albendazole3125	DMSO	CB4856	F	2	q90.TOF	357.8
3	albendazole625	DMSO	CB4856	F	3	q90.TOF	314.2
3	albendazole125	DMSO	CB4856	F	4	q90.TOF	292
3	albendazole25	DMSO	CB4856	F	5	q90.TOF	245.2
3	DMSO	NA	N2	F	7	q90.TOF	459
3	albendazole3125	DMSO	N2	F	8	q90.TOF	286.4
3	albendazole625	DMSO	N2	F	9	q90.TOF	284.5
3	DMSO	NA	CB4856	G	1	q90.TOF	514.6
3	albendazole125	DMSO	Ju775	G	10	q90.TOF	345.4
3	albendazole25	DMSO	Ju775	G	11	q90.TOF	296.4
3	albendazole3125	DMSO	CB4856	G	2	q90.TOF	349.1
3	albendazole125	DMSO	CB4856	G	4	q90.TOF	282.6
3	albendazole25	DMSO	CB4856	G	5	q90.TOF	244
3	albendazole625	DMSO	Ju775	G	9	q90.TOF	350
3	DMSO	NA	N2	H	1	q90.TOF	425.7
3	albendazole625	DMSO	N2	H	3	q90.TOF	296.2
3	albendazole25	DMSO	N2	H	5	q90.TOF	240
3	DMSO	NA	DL238	H	7	q90.TOF	415.7
3	DMSO	NA	N2	A	1	mean.EXT	544.533875338753
3	albendazole125	DMSO	CB4856	A	10	mean.EXT	332.462365591398
3	albendazole25	DMSO	CB4856	A	11	mean.EXT	289.196428571429
3	albendazole3125	DMSO	N2	A	2	mean.EXT	458.641456582633
3	albendazole625	DMSO	N2	A	3	mean.EXT	396.71914893617
3	albendazole125	DMSO	N2	A	4	mean.EXT	371.776595744681
3	albendazole25	DMSO	N2	A	5	mean.EXT	325.422764227642
3	DMSO	NA	CB4856	A	7	mean.EXT	615.848275862069
3	albendazole3125	DMSO	CB4856	A	8	mean.EXT	507.339393939394
3	albendazole625	DMSO	CB4856	A	9	mean.EXT	490.42523364486
3	DMSO	NA	DL238	B	1	mean.EXT	532.979591836735
3	albendazole125	DMSO	Ju775	B	10	mean.EXT	469.739130434783
3	albendazole25	DMSO	Ju775	B	11	mean.EXT	390.405555555556
3	albendazole3125	DMSO	DL238	B	2	mean.EXT	472.259493670886
3	albendazole625	DMSO	DL238	B	3	mean.EXT	521.38961038961
3	albendazole125	DMSO	DL238	B	4	mean.EXT	393.021929824561
3	albendazole25	DMSO	DL238	B	5	mean.EXT	363.422413793103
3	DMSO	NA	Ju775	B	7	mean.EXT	649.117021276596
3	albendazole625	DMSO	Ju775	B	9	mean.EXT	529.448863636364
3	DMSO	NA	DL238	C	1	mean.EXT	468.677966101695
3	albendazole125	DMSO	N2	C	10	mean.EXT	322.346153846154
3	albendazole25	DMSO	N2	C	11	mean.EXT	237.063063063063
3	albendazole3125	DMSO	DL238	C	2	mean.EXT	456.051020408163
3	albendazole625	DMSO	DL238	C	3	mean.EXT	465.843137254902
3	albendazole125	DMSO	DL238	C	4	mean.EXT	427.09793814433
3	albendazole25	DMSO	DL238	C	5	mean.EXT	307.897435897436
3	DMSO	NA	N2	C	7	mean.EXT	689.229850746269
3	albendazole3125	DMSO	N2	C	8	mean.EXT	403.249221183801
3	albendazole625	DMSO	N2	C	9	mean.EXT	402.110204081633
3	DMSO	NA	Ju775	D	1	mean.EXT	460.589473684211
3	albendazole125	DMSO	CB4856	D	10	mean.EXT	362.287671232877
3	albendazole25	DMSO	CB4856	D	11	mean.EXT	260.818181818182
3	albendazole3125	DMSO	Ju775	D	2	mean.EXT	516.147826086957
3	albendazole625	DMSO	Ju775	D	3	mean.EXT	426.855555555556
3	albendazole125	DMSO	Ju775	D	4	mean.EXT	447.542372881356
3	albendazole25	DMSO	Ju775	D	5	mean.EXT	442.354166666667
3	DMSO	NA	CB4856	D	7	mean.EXT	551
3	albendazole3125	DMSO	CB4856	D	8	mean.EXT	411.782383419689
3	albendazole625	DMSO	CB4856	D	9	mean.EXT	415.781609195402
3	DMSO	NA	Ju775	E	1	mean.EXT	527.901694915254
3	albendazole125	DMSO	DL238	E	10	mean.EXT	415.8
3	albendazole25	DMSO	DL238	E	11	mean.EXT	303.440559440559
3	albendazole3125	DMSO	Ju775	E	2	mean.EXT	589.481481481482
3	albendazole625	DMSO	Ju775	E	3	mean.EXT	589.257142857143
3	albendazole25	DMSO	Ju775	E	5	mean.EXT	414.764705882353
3	albendazole3125	DMSO	DL238	E	8	mean.EXT	515.19587628866
3	albendazole625	DMSO	DL238	E	9	mean.EXT	457.914634146341
3	DMSO	NA	CB4856	F	1	mean.EXT	502.721739130435
3	albendazole125	DMSO	N2	F	10	mean.EXT	301.904458598726
3	albendazole25	DMSO	N2	F	11	mean.EXT	245.772727272727
3	albendazole3125	DMSO	CB4856	F	2	mean.EXT	493.939534883721
3	albendazole625	DMSO	CB4856	F	3	mean.EXT	411.096069868996
3	albendazole125	DMSO	CB4856	F	4	mean.EXT	307.185628742515
3	albendazole25	DMSO	CB4856	F	5	mean.EXT	277.571428571429
3	DMSO	NA	N2	F	7	mean.EXT	579.958904109589
3	albendazole3125	DMSO	N2	F	8	mean.EXT	356.064705882353
3	albendazole625	DMSO	N2	F	9	mean.EXT	361.604166666667
3	DMSO	NA	CB4856	G	1	mean.EXT	610.95045045045
3	albendazole125	DMSO	Ju775	G	10	mean.EXT	461.8375
3	albendazole25	DMSO	Ju775	G	11	mean.EXT	459.010309278351
3	albendazole3125	DMSO	CB4856	G	2	mean.EXT	451.431034482759
3	albendazole125	DMSO	CB4856	G	4	mean.EXT	358.289719626168
3	albendazole25	DMSO	CB4856	G	5	mean.EXT	324.987341772152
3	albendazole625	DMSO	Ju775	G	9	mean.EXT	522.4039408867
3	DMSO	NA	N2	H	1	mean.EXT	469.904494382022
3	albendazole625	DMSO	N2	H	3	mean.EXT	371.670103092784
3	albendazole25	DMSO	N2	H	5	mean.EXT	286.857142857143
3	DMSO	NA	DL238	H	7	mean.EXT	425.493150684931
3	DMSO	NA	N2	A	1	q10.EXT	89
3	albendazole125	DMSO	CB4856	A	10	q10.EXT	100.5
3	albendazole25	DMSO	CB4856	A	11	q10.EXT	101.4
3	albendazole3125	DMSO	N2	A	2	q10.EXT	124.6
3	albendazole625	DMSO	N2	A	3	q10.EXT	141.4
3	albendazole125	DMSO	N2	A	4	q10.EXT	103.7
3	albendazole25	DMSO	N2	A	5	q10.EXT	90.4
3	DMSO	NA	CB4856	A	7	q10.EXT	100.9
3	albendazole3125	DMSO	CB4856	A	8	q10.EXT	132
3	albendazole625	DMSO	CB4856	A	9	q10.EXT	151.9
3	DMSO	NA	DL238	B	1	q10.EXT	122.2
3	albendazole125	DMSO	Ju775	B	10	q10.EXT	143.2
3	albendazole25	DMSO	Ju775	B	11	q10.EXT	150.7
3	albendazole3125	DMSO	DL238	B	2	q10.EXT	161.5
3	albendazole625	DMSO	DL238	B	3	q10.EXT	154.8
3	albendazole125	DMSO	DL238	B	4	q10.EXT	142.8
3	albendazole25	DMSO	DL238	B	5	q10.EXT	114
3	DMSO	NA	Ju775	B	7	q10.EXT	101
3	albendazole625	DMSO	Ju775	B	9	q10.EXT	143.5
3	DMSO	NA	DL238	C	1	q10.EXT	109.4
3	albendazole125	DMSO	N2	C	10	q10.EXT	128.5
3	albendazole25	DMSO	N2	C	11	q10.EXT	84
3	albendazole3125	DMSO	DL238	C	2	q10.EXT	128.6
3	albendazole625	DMSO	DL238	C	3	q10.EXT	156
3	albendazole125	DMSO	DL238	C	4	q10.EXT	124.2
3	albendazole25	DMSO	DL238	C	5	q10.EXT	104
3	DMSO	NA	N2	C	7	q10.EXT	112.4
3	albendazole3125	DMSO	N2	C	8	q10.EXT	111
3	albendazole625	DMSO	N2	C	9	q10.EXT	145.4
3	DMSO	NA	Ju775	D	1	q10.EXT	116.8
3	albendazole125	DMSO	CB4856	D	10	q10.EXT	101.4
3	albendazole25	DMSO	CB4856	D	11	q10.EXT	94.2
3	albendazole3125	DMSO	Ju775	D	2	q10.EXT	147.2
3	albendazole625	DMSO	Ju775	D	3	q10.EXT	143.7
3	albendazole125	DMSO	Ju775	D	4	q10.EXT	136.8
3	albendazole25	DMSO	Ju775	D	5	q10.EXT	160
3	DMSO	NA	CB4856	D	7	q10.EXT	110.5
3	albendazole3125	DMSO	CB4856	D	8	q10.EXT	136.2
3	albendazole625	DMSO	CB4856	D	9	q10.EXT	146
3	DMSO	NA	Ju775	E	1	q10.EXT	135.4
3	albendazole125	DMSO	DL238	E	10	q10.EXT	143.2
3	albendazole25	DMSO	DL238	E	11	q10.EXT	101.2
3	albendazole3125	DMSO	Ju775	E	2	q10.EXT	180.6
3	albendazole625	DMSO	Ju775	E	3	q10.EXT	243.6
3	albendazole25	DMSO	Ju775	E	5	q10.EXT	95.5
3	albendazole3125	DMSO	DL238	E	8	q10.EXT	157.9
3	albendazole625	DMSO	DL238	E	9	q10.EXT	136.5
3	DMSO	NA	CB4856	F	1	q10.EXT	127.8
3	albendazole125	DMSO	N2	F	10	q10.EXT	98.2
3	albendazole25	DMSO	N2	F	11	q10.EXT	99.1
3	albendazole3125	DMSO	CB4856	F	2	q10.EXT	132.4
3	albendazole625	DMSO	CB4856	F	3	q10.EXT	147.6
3	albendazole125	DMSO	CB4856	F	4	q10.EXT	97.4
3	albendazole25	DMSO	CB4856	F	5	q10.EXT	100.4
3	DMSO	NA	N2	F	7	q10.EXT	122.4
3	albendazole3125	DMSO	N2	F	8	q10.EXT	135
3	albendazole625	DMSO	N2	F	9	q10.EXT	125
3	DMSO	NA	CB4856	G	1	q10.EXT	106.6
3	albendazole125	DMSO	Ju775	G	10	q10.EXT	145.1
3	albendazole25	DMSO	Ju775	G	11	q10.EXT	147
3	albendazole3125	DMSO	CB4856	G	2	q10.EXT	139.9
3	albendazole125	DMSO	CB4856	G	4	q10.EXT	127.8
3	albendazole25	DMSO	CB4856	G	5	q10.EXT	103.6
3	albendazole625	DMSO	Ju775	G	9	q10.EXT	177.6
3	DMSO	NA	N2	H	1	q10.EXT	102.4
3	albendazole625	DMSO	N2	H	3	q10.EXT	129
3	albendazole25	DMSO	N2	H	5	q10.EXT	70.5
3	DMSO	NA	DL238	H	7	q10.EXT	100
3	DMSO	NA	N2	A	1	q25.EXT	166
3	albendazole125	DMSO	CB4856	A	10	q25.EXT	157.5
3	albendazole25	DMSO	CB4856	A	11	q25.EXT	144.75
3	albendazole3125	DMSO	N2	A	2	q25.EXT	216
3	albendazole625	DMSO	N2	A	3	q25.EXT	217
3	albendazole125	DMSO	N2	A	4	q25.EXT	152.75
3	albendazole25	DMSO	N2	A	5	q25.EXT	127.5
3	DMSO	NA	CB4856	A	7	q25.EXT	195.25
3	albendazole3125	DMSO	CB4856	A	8	q25.EXT	232.25
3	albendazole625	DMSO	CB4856	A	9	q25.EXT	238.25
3	DMSO	NA	DL238	B	1	q25.EXT	194
3	albendazole125	DMSO	Ju775	B	10	q25.EXT	242
3	albendazole25	DMSO	Ju775	B	11	q25.EXT	215.75
3	albendazole3125	DMSO	DL238	B	2	q25.EXT	230
3	albendazole625	DMSO	DL238	B	3	q25.EXT	228.5
3	albendazole125	DMSO	DL238	B	4	q25.EXT	227.75
3	albendazole25	DMSO	DL238	B	5	q25.EXT	170
3	DMSO	NA	Ju775	B	7	q25.EXT	250
3	albendazole625	DMSO	Ju775	B	9	q25.EXT	269
3	DMSO	NA	DL238	C	1	q25.EXT	163
3	albendazole125	DMSO	N2	C	10	q25.EXT	167.5
3	albendazole25	DMSO	N2	C	11	q25.EXT	118
3	albendazole3125	DMSO	DL238	C	2	q25.EXT	231.25
3	albendazole625	DMSO	DL238	C	3	q25.EXT	242.25
3	albendazole125	DMSO	DL238	C	4	q25.EXT	212.25
3	albendazole25	DMSO	DL238	C	5	q25.EXT	152
3	DMSO	NA	N2	C	7	q25.EXT	258
3	albendazole3125	DMSO	N2	C	8	q25.EXT	213
3	albendazole625	DMSO	N2	C	9	q25.EXT	229
3	DMSO	NA	Ju775	D	1	q25.EXT	248.5
3	albendazole125	DMSO	CB4856	D	10	q25.EXT	164.5
3	albendazole25	DMSO	CB4856	D	11	q25.EXT	151
3	albendazole3125	DMSO	Ju775	D	2	q25.EXT	244
3	albendazole625	DMSO	Ju775	D	3	q25.EXT	220.75
3	albendazole125	DMSO	Ju775	D	4	q25.EXT	247
3	albendazole25	DMSO	Ju775	D	5	q25.EXT	271.5
3	DMSO	NA	CB4856	D	7	q25.EXT	201.5
3	albendazole3125	DMSO	CB4856	D	8	q25.EXT	207
3	albendazole625	DMSO	CB4856	D	9	q25.EXT	207
3	DMSO	NA	Ju775	E	1	q25.EXT	245
3	albendazole125	DMSO	DL238	E	10	q25.EXT	216
3	albendazole25	DMSO	DL238	E	11	q25.EXT	139
3	albendazole3125	DMSO	Ju775	E	2	q25.EXT	346
3	albendazole625	DMSO	Ju775	E	3	q25.EXT	348
3	albendazole25	DMSO	Ju775	E	5	q25.EXT	153.25
3	albendazole3125	DMSO	DL238	E	8	q25.EXT	262
3	albendazole625	DMSO	DL238	E	9	q25.EXT	225.25
3	DMSO	NA	CB4856	F	1	q25.EXT	212.25
3	albendazole125	DMSO	N2	F	10	q25.EXT	167
3	albendazole25	DMSO	N2	F	11	q25.EXT	134.75
3	albendazole3125	DMSO	CB4856	F	2	q25.EXT	244.5
3	albendazole625	DMSO	CB4856	F	3	q25.EXT	230
3	albendazole125	DMSO	CB4856	F	4	q25.EXT	155
3	albendazole25	DMSO	CB4856	F	5	q25.EXT	133
3	DMSO	NA	N2	F	7	q25.EXT	208
3	albendazole3125	DMSO	N2	F	8	q25.EXT	194.25
3	albendazole625	DMSO	N2	F	9	q25.EXT	192.5
3	DMSO	NA	CB4856	G	1	q25.EXT	198.75
3	albendazole125	DMSO	Ju775	G	10	q25.EXT	248.75
3	albendazole25	DMSO	Ju775	G	11	q25.EXT	206
3	albendazole3125	DMSO	CB4856	G	2	q25.EXT	216.5
3	albendazole125	DMSO	CB4856	G	4	q25.EXT	166.5
3	albendazole25	DMSO	CB4856	G	5	q25.EXT	154.5
3	albendazole625	DMSO	Ju775	G	9	q25.EXT	306.5
3	DMSO	NA	N2	H	1	q25.EXT	155
3	albendazole625	DMSO	N2	H	3	q25.EXT	218
3	albendazole25	DMSO	N2	H	5	q25.EXT	108
3	DMSO	NA	DL238	H	7	q25.EXT	153
3	DMSO	NA	N2	A	1	median.EXT	318
3	albendazole125	DMSO	CB4856	A	10	median.EXT	272.5
3	albendazole25	DMSO	CB4856	A	11	median.EXT	221
3	albendazole3125	DMSO	N2	A	2	median.EXT	374
3	albendazole625	DMSO	N2	A	3	median.EXT	345
3	albendazole125	DMSO	N2	A	4	median.EXT	251
3	albendazole25	DMSO	N2	A	5	median.EXT	195
3	DMSO	NA	CB4856	A	7	median.EXT	363
3	albendazole3125	DMSO	CB4856	A	8	median.EXT	388
3	albendazole625	DMSO	CB4856	A	9	median.EXT	414
3	DMSO	NA	DL238	B	1	median.EXT	330
3	albendazole125	DMSO	Ju775	B	10	median.EXT	372
3	albendazole25	DMSO	Ju775	B	11	median.EXT	311.5
3	albendazole3125	DMSO	DL238	B	2	median.EXT	337.5
3	albendazole625	DMSO	DL238	B	3	median.EXT	386
3	albendazole125	DMSO	DL238	B	4	median.EXT	319.5
3	albendazole25	DMSO	DL238	B	5	median.EXT	260.5
3	DMSO	NA	Ju775	B	7	median.EXT	533.5
3	albendazole625	DMSO	Ju775	B	9	median.EXT	496
3	DMSO	NA	DL238	C	1	median.EXT	305
3	albendazole125	DMSO	N2	C	10	median.EXT	264
3	albendazole25	DMSO	N2	C	11	median.EXT	200
3	albendazole3125	DMSO	DL238	C	2	median.EXT	329
3	albendazole625	DMSO	DL238	C	3	median.EXT	356
3	albendazole125	DMSO	DL238	C	4	median.EXT	331.5
3	albendazole25	DMSO	DL238	C	5	median.EXT	240.5
3	DMSO	NA	N2	C	7	median.EXT	446
3	albendazole3125	DMSO	N2	C	8	median.EXT	333
3	albendazole625	DMSO	N2	C	9	median.EXT	336
3	DMSO	NA	Ju775	D	1	median.EXT	381
3	albendazole125	DMSO	CB4856	D	10	median.EXT	280
3	albendazole25	DMSO	CB4856	D	11	median.EXT	198
3	albendazole3125	DMSO	Ju775	D	2	median.EXT	436
3	albendazole625	DMSO	Ju775	D	3	median.EXT	344.5
3	albendazole125	DMSO	Ju775	D	4	median.EXT	370
3	albendazole25	DMSO	Ju775	D	5	median.EXT	369
3	DMSO	NA	CB4856	D	7	median.EXT	382
3	albendazole3125	DMSO	CB4856	D	8	median.EXT	321
3	albendazole625	DMSO	CB4856	D	9	median.EXT	334
3	DMSO	NA	Ju775	E	1	median.EXT	378
3	albendazole125	DMSO	DL238	E	10	median.EXT	307
3	albendazole25	DMSO	DL238	E	11	median.EXT	215
3	albendazole3125	DMSO	Ju775	E	2	median.EXT	544
3	albendazole625	DMSO	Ju775	E	3	median.EXT	523
3	albendazole25	DMSO	Ju775	E	5	median.EXT	236.5
3	albendazole3125	DMSO	DL238	E	8	median.EXT	387.5
3	albendazole625	DMSO	DL238	E	9	median.EXT	365
3	DMSO	NA	CB4856	F	1	median.EXT	397.5
3	albendazole125	DMSO	N2	F	10	median.EXT	246
3	albendazole25	DMSO	N2	F	11	median.EXT	198
3	albendazole3125	DMSO	CB4856	F	2	median.EXT	388
3	albendazole625	DMSO	CB4856	F	3	median.EXT	351
3	albendazole125	DMSO	CB4856	F	4	median.EXT	229
3	albendazole25	DMSO	CB4856	F	5	median.EXT	201
3	DMSO	NA	N2	F	7	median.EXT	417
3	albendazole3125	DMSO	N2	F	8	median.EXT	296
3	albendazole625	DMSO	N2	F	9	median.EXT	323
3	DMSO	NA	CB4856	G	1	median.EXT	381
3	albendazole125	DMSO	Ju775	G	10	median.EXT	387
3	albendazole25	DMSO	Ju775	G	11	median.EXT	331
3	albendazole3125	DMSO	CB4856	G	2	median.EXT	332.5
3	albendazole125	DMSO	CB4856	G	4	median.EXT	278
3	albendazole25	DMSO	CB4856	G	5	median.EXT	238
3	albendazole625	DMSO	Ju775	G	9	median.EXT	453
3	DMSO	NA	N2	H	1	median.EXT	303
3	albendazole625	DMSO	N2	H	3	median.EXT	320
3	albendazole25	DMSO	N2	H	5	median.EXT	173
3	DMSO	NA	DL238	H	7	median.EXT	293.5
3	DMSO	NA	N2	A	1	q75.EXT	795
3	albendazole125	DMSO	CB4856	A	10	q75.EXT	457.25
3	albendazole25	DMSO	CB4856	A	11	q75.EXT	355.75
3	albendazole3125	DMSO	N2	A	2	q75.EXT	602
3	albendazole625	DMSO	N2	A	3	q75.EXT	529.5
3	albendazole125	DMSO	N2	A	4	q75.EXT	434.25
3	albendazole25	DMSO	N2	A	5	q75.EXT	303
3	DMSO	NA	CB4856	A	7	q75.EXT	908.5
3	albendazole3125	DMSO	CB4856	A	8	q75.EXT	628.25
3	albendazole625	DMSO	CB4856	A	9	q75.EXT	635.25
3	DMSO	NA	DL238	B	1	q75.EXT	703.5
3	albendazole125	DMSO	Ju775	B	10	q75.EXT	603.5
3	albendazole25	DMSO	Ju775	B	11	q75.EXT	476
3	albendazole3125	DMSO	DL238	B	2	q75.EXT	647.75
3	albendazole625	DMSO	DL238	B	3	q75.EXT	669
3	albendazole125	DMSO	DL238	B	4	q75.EXT	479
3	albendazole25	DMSO	DL238	B	5	q75.EXT	429
3	DMSO	NA	Ju775	B	7	q75.EXT	884
3	albendazole625	DMSO	Ju775	B	9	q75.EXT	743.5
3	DMSO	NA	DL238	C	1	q75.EXT	564
3	albendazole125	DMSO	N2	C	10	q75.EXT	431
3	albendazole25	DMSO	N2	C	11	q75.EXT	293
3	albendazole3125	DMSO	DL238	C	2	q75.EXT	565.5
3	albendazole625	DMSO	DL238	C	3	q75.EXT	595.75
3	albendazole125	DMSO	DL238	C	4	q75.EXT	516.75
3	albendazole25	DMSO	DL238	C	5	q75.EXT	401.25
3	DMSO	NA	N2	C	7	q75.EXT	987
3	albendazole3125	DMSO	N2	C	8	q75.EXT	514
3	albendazole625	DMSO	N2	C	9	q75.EXT	498
3	DMSO	NA	Ju775	D	1	q75.EXT	599
3	albendazole125	DMSO	CB4856	D	10	q75.EXT	489
3	albendazole25	DMSO	CB4856	D	11	q75.EXT	312
3	albendazole3125	DMSO	Ju775	D	2	q75.EXT	633.5
3	albendazole625	DMSO	Ju775	D	3	q75.EXT	610.75
3	albendazole125	DMSO	Ju775	D	4	q75.EXT	512.5
3	albendazole25	DMSO	Ju775	D	5	q75.EXT	542.75
3	DMSO	NA	CB4856	D	7	q75.EXT	804.5
3	albendazole3125	DMSO	CB4856	D	8	q75.EXT	563
3	albendazole625	DMSO	CB4856	D	9	q75.EXT	520
3	DMSO	NA	Ju775	E	1	q75.EXT	715
3	albendazole125	DMSO	DL238	E	10	q75.EXT	479.5
3	albendazole25	DMSO	DL238	E	11	q75.EXT	341
3	albendazole3125	DMSO	Ju775	E	2	q75.EXT	766.5
3	albendazole625	DMSO	Ju775	E	3	q75.EXT	763
3	albendazole25	DMSO	Ju775	E	5	q75.EXT	511.25
3	albendazole3125	DMSO	DL238	E	8	q75.EXT	644.25
3	albendazole625	DMSO	DL238	E	9	q75.EXT	603.25
3	DMSO	NA	CB4856	F	1	q75.EXT	710.5
3	albendazole125	DMSO	N2	F	10	q75.EXT	389
3	albendazole25	DMSO	N2	F	11	q75.EXT	293.5
3	albendazole3125	DMSO	CB4856	F	2	q75.EXT	588
3	albendazole625	DMSO	CB4856	F	3	q75.EXT	543
3	albendazole125	DMSO	CB4856	F	4	q75.EXT	400.5
3	albendazole25	DMSO	CB4856	F	5	q75.EXT	311.5
3	DMSO	NA	N2	F	7	q75.EXT	693
3	albendazole3125	DMSO	N2	F	8	q75.EXT	453
3	albendazole625	DMSO	N2	F	9	q75.EXT	483
3	DMSO	NA	CB4856	G	1	q75.EXT	919.5
3	albendazole125	DMSO	Ju775	G	10	q75.EXT	598.25
3	albendazole25	DMSO	Ju775	G	11	q75.EXT	579
3	albendazole3125	DMSO	CB4856	G	2	q75.EXT	613.5
3	albendazole125	DMSO	CB4856	G	4	q75.EXT	435
3	albendazole25	DMSO	CB4856	G	5	q75.EXT	370
3	albendazole625	DMSO	Ju775	G	9	q75.EXT	678.5
3	DMSO	NA	N2	H	1	q75.EXT	626.75
3	albendazole625	DMSO	N2	H	3	q75.EXT	554
3	albendazole25	DMSO	N2	H	5	q75.EXT	288.25
3	DMSO	NA	DL238	H	7	q75.EXT	515.5
3	DMSO	NA	N2	A	1	q90.EXT	1388.4
3	albendazole125	DMSO	CB4856	A	10	q90.EXT	625.5
3	albendazole25	DMSO	CB4856	A	11	q90.EXT	521.5
3	albendazole3125	DMSO	N2	A	2	q90.EXT	901.000000000001
3	albendazole625	DMSO	N2	A	3	q90.EXT	704.2
3	albendazole125	DMSO	N2	A	4	q90.EXT	668.3
3	albendazole25	DMSO	N2	A	5	q90.EXT	471
3	DMSO	NA	CB4856	A	7	q90.EXT	1396.5
3	albendazole3125	DMSO	CB4856	A	8	q90.EXT	1087.3
3	albendazole625	DMSO	CB4856	A	9	q90.EXT	812.7
3	DMSO	NA	DL238	B	1	q90.EXT	1335.2
3	albendazole125	DMSO	Ju775	B	10	q90.EXT	866.8
3	albendazole25	DMSO	Ju775	B	11	q90.EXT	603.8
3	albendazole3125	DMSO	DL238	B	2	q90.EXT	956.5
3	albendazole625	DMSO	DL238	B	3	q90.EXT	962.3
3	albendazole125	DMSO	DL238	B	4	q90.EXT	666.5
3	albendazole25	DMSO	DL238	B	5	q90.EXT	565.5
3	DMSO	NA	Ju775	B	7	q90.EXT	1310.9
3	albendazole625	DMSO	Ju775	B	9	q90.EXT	964
3	DMSO	NA	DL238	C	1	q90.EXT	1171
3	albendazole125	DMSO	N2	C	10	q90.EXT	575.5
3	albendazole25	DMSO	N2	C	11	q90.EXT	456
3	albendazole3125	DMSO	DL238	C	2	q90.EXT	912.999999999999
3	albendazole625	DMSO	DL238	C	3	q90.EXT	929
3	albendazole125	DMSO	DL238	C	4	q90.EXT	732.9
3	albendazole25	DMSO	DL238	C	5	q90.EXT	578
3	DMSO	NA	N2	C	7	q90.EXT	1435.6
3	albendazole3125	DMSO	N2	C	8	q90.EXT	803
3	albendazole625	DMSO	N2	C	9	q90.EXT	671.4
3	DMSO	NA	Ju775	D	1	q90.EXT	925.4
3	albendazole125	DMSO	CB4856	D	10	q90.EXT	712.4
3	albendazole25	DMSO	CB4856	D	11	q90.EXT	479.8
3	albendazole3125	DMSO	Ju775	D	2	q90.EXT	991
3	albendazole625	DMSO	Ju775	D	3	q90.EXT	771
3	albendazole125	DMSO	Ju775	D	4	q90.EXT	698.6
3	albendazole25	DMSO	Ju775	D	5	q90.EXT	701
3	DMSO	NA	CB4856	D	7	q90.EXT	1246
3	albendazole3125	DMSO	CB4856	D	8	q90.EXT	787.8
3	albendazole625	DMSO	CB4856	D	9	q90.EXT	837
3	DMSO	NA	Ju775	E	1	q90.EXT	1036.4
3	albendazole125	DMSO	DL238	E	10	q90.EXT	740.4
3	albendazole25	DMSO	DL238	E	11	q90.EXT	548.2
3	albendazole3125	DMSO	Ju775	E	2	q90.EXT	996.6
3	albendazole625	DMSO	Ju775	E	3	q90.EXT	971.3
3	albendazole25	DMSO	Ju775	E	5	q90.EXT	661.9
3	albendazole3125	DMSO	DL238	E	8	q90.EXT	995
3	albendazole625	DMSO	DL238	E	9	q90.EXT	881.5
3	DMSO	NA	CB4856	F	1	q90.EXT	1000.1
3	albendazole125	DMSO	N2	F	10	q90.EXT	556
3	albendazole25	DMSO	N2	F	11	q90.EXT	420.6
3	albendazole3125	DMSO	CB4856	F	2	q90.EXT	933.2
3	albendazole625	DMSO	CB4856	F	3	q90.EXT	783.2
3	albendazole125	DMSO	CB4856	F	4	q90.EXT	609.8
3	albendazole25	DMSO	CB4856	F	5	q90.EXT	434.6
3	DMSO	NA	N2	F	7	q90.EXT	1240.8
3	albendazole3125	DMSO	N2	F	8	q90.EXT	608.5
3	albendazole625	DMSO	N2	F	9	q90.EXT	665
3	DMSO	NA	CB4856	G	1	q90.EXT	1375.1
3	albendazole125	DMSO	Ju775	G	10	q90.EXT	887.5
3	albendazole25	DMSO	Ju775	G	11	q90.EXT	818
3	albendazole3125	DMSO	CB4856	G	2	q90.EXT	948.200000000001
3	albendazole125	DMSO	CB4856	G	4	q90.EXT	594
3	albendazole25	DMSO	CB4856	G	5	q90.EXT	516.8
3	albendazole625	DMSO	Ju775	G	9	q90.EXT	896.6
3	DMSO	NA	N2	H	1	q90.EXT	1218.6
3	albendazole625	DMSO	N2	H	3	q90.EXT	692.4
3	albendazole25	DMSO	N2	H	5	q90.EXT	411
3	DMSO	NA	DL238	H	7	q90.EXT	1015
3	DMSO	NA	N2	A	1	mean.red	21.7506775067751
3	albendazole125	DMSO	CB4856	A	10	mean.red	14.4193548387097
3	albendazole25	DMSO	CB4856	A	11	mean.red	13.7946428571429
3	albendazole3125	DMSO	N2	A	2	mean.red	20.6750700280112
3	albendazole625	DMSO	N2	A	3	mean.red	17.0936170212766
3	albendazole125	DMSO	N2	A	4	mean.red	17.9840425531915
3	albendazole25	DMSO	N2	A	5	mean.red	17.7642276422764
3	DMSO	NA	CB4856	A	7	mean.red	26.1379310344828
3	albendazole3125	DMSO	CB4856	A	8	mean.red	23.3121212121212
3	albendazole625	DMSO	CB4856	A	9	mean.red	23.6775700934579
3	DMSO	NA	DL238	B	1	mean.red	25.5102040816327
3	albendazole125	DMSO	Ju775	B	10	mean.red	23.719806763285
3	albendazole25	DMSO	Ju775	B	11	mean.red	18.0555555555556
3	albendazole3125	DMSO	DL238	B	2	mean.red	23.0569620253165
3	albendazole625	DMSO	DL238	B	3	mean.red	28.8961038961039
3	albendazole125	DMSO	DL238	B	4	mean.red	20.7061403508772
3	albendazole25	DMSO	DL238	B	5	mean.red	18.9568965517241
