plate	condition	control	strain	row	col	trait	value
3	DMSO	NA	Ju775	B	7	var.red	1264.00054044829
3	albendazole625	DMSO	Ju775	B	9	var.red	471.774512987013
3	DMSO	NA	DL238	C	1	var.red	1167.12544678888
3	albendazole125	DMSO	N2	C	10	var.red	95.5160876757651
3	albendazole25	DMSO	N2	C	11	var.red	80.3854217854218
3	albendazole3125	DMSO	DL238	C	2	var.red	1109.82355877505
3	albendazole625	DMSO	DL238	C	3	var.red	449.286113789779
3	albendazole125	DMSO	DL238	C	4	var.red	1886.5920890978
3	albendazole25	DMSO	DL238	C	5	var.red	410.113978494624
3	DMSO	NA	N2	C	7	var.red	1492.72842970775
3	albendazole3125	DMSO	N2	C	8	var.red	214.539602803738
3	albendazole625	DMSO	N2	C	9	var.red	750.274907995985
3	DMSO	NA	Ju775	D	1	var.red	222.256886898096
3	albendazole125	DMSO	CB4856	D	10	var.red	589.171588957313
3	albendazole25	DMSO	CB4856	D	11	var.red	126.609364319891
3	albendazole3125	DMSO	Ju775	D	2	var.red	954.339740655988
3	albendazole625	DMSO	Ju775	D	3	var.red	205.063171036205
3	albendazole125	DMSO	Ju775	D	4	var.red	1929.96551724138
3	albendazole25	DMSO	Ju775	D	5	var.red	802.522368421053
3	DMSO	NA	CB4856	D	7	var.red	518.559773478056
3	albendazole3125	DMSO	CB4856	D	8	var.red	439.101144214162
3	albendazole625	DMSO	CB4856	D	9	var.red	321.127969348659
3	DMSO	NA	Ju775	E	1	var.red	907.026242361351
3	albendazole125	DMSO	DL238	E	10	var.red	1231.98246305419
3	albendazole25	DMSO	DL238	E	11	var.red	2401.64256869891
3	albendazole3125	DMSO	Ju775	E	2	var.red	337.323161967938
3	albendazole625	DMSO	Ju775	E	3	var.red	1443.38528138528
3	albendazole25	DMSO	Ju775	E	5	var.red	2271.40106951872
3	albendazole3125	DMSO	DL238	E	8	var.red	1479.58837668928
3	albendazole625	DMSO	DL238	E	9	var.red	1233.28808694209
3	DMSO	NA	CB4856	F	1	var.red	481.605771786595
3	albendazole125	DMSO	N2	F	10	var.red	196.45018781643
3	albendazole25	DMSO	N2	F	11	var.red	247.599352301643
3	albendazole3125	DMSO	CB4856	F	2	var.red	1038.01043251467
3	albendazole625	DMSO	CB4856	F	3	var.red	211.255305293802
3	albendazole125	DMSO	CB4856	F	4	var.red	267.769713584878
3	albendazole25	DMSO	CB4856	F	5	var.red	5749.55220054124
3	DMSO	NA	N2	F	7	var.red	1301.49391171994
3	albendazole3125	DMSO	N2	F	8	var.red	356.834284719805
3	albendazole625	DMSO	N2	F	9	var.red	150.74725877193
3	DMSO	NA	CB4856	G	1	var.red	866.70035872977
3	albendazole125	DMSO	Ju775	G	10	var.red	237.974525316456
3	albendazole25	DMSO	Ju775	G	11	var.red	1181.57195017182
3	albendazole3125	DMSO	CB4856	G	2	var.red	377.910273237083
3	albendazole125	DMSO	CB4856	G	4	var.red	810.066478575208
3	albendazole25	DMSO	CB4856	G	5	var.red	1020.6017526777
3	albendazole625	DMSO	Ju775	G	9	var.red	691.033360971565
3	DMSO	NA	N2	H	1	var.red	504.596616517488
3	albendazole625	DMSO	N2	H	3	var.red	129.270618556701
3	albendazole25	DMSO	N2	H	5	var.red	1909.74253246753
3	DMSO	NA	DL238	H	7	var.red	639.709551381632
3	DMSO	NA	N2	A	1	cv.red	1.20903218518861
3	albendazole125	DMSO	CB4856	A	10	cv.red	0.907089823320763
3	albendazole25	DMSO	CB4856	A	11	cv.red	1.5279684388802
3	albendazole3125	DMSO	N2	A	2	cv.red	1.18620840826723
3	albendazole625	DMSO	N2	A	3	cv.red	0.700681175203906
3	albendazole125	DMSO	N2	A	4	cv.red	1.85736773817023
3	albendazole25	DMSO	N2	A	5	cv.red	2.97354841007467
3	DMSO	NA	CB4856	A	7	cv.red	1.03160158079139
3	albendazole3125	DMSO	CB4856	A	8	cv.red	0.979219265178214
3	albendazole625	DMSO	CB4856	A	9	cv.red	1.271227600163
3	DMSO	NA	DL238	B	1	cv.red	1.26686692267423
3	albendazole125	DMSO	Ju775	B	10	cv.red	1.22393909627554
3	albendazole25	DMSO	Ju775	B	11	cv.red	1.50486861863533
3	albendazole3125	DMSO	DL238	B	2	cv.red	1.38642279282718
3	albendazole625	DMSO	DL238	B	3	cv.red	1.47482572909301
3	albendazole125	DMSO	DL238	B	4	cv.red	1.37446313097581
3	albendazole25	DMSO	DL238	B	5	cv.red	2.19189448204795
3	DMSO	NA	Ju775	B	7	cv.red	1.20801077728953
3	albendazole625	DMSO	Ju775	B	9	cv.red	0.867041343221339
3	DMSO	NA	DL238	C	1	cv.red	1.47990443982263
3	albendazole125	DMSO	N2	C	10	cv.red	0.74263243212083
3	albendazole25	DMSO	N2	C	11	cv.red	0.979530398377695
3	albendazole3125	DMSO	DL238	C	2	cv.red	1.4271193717472
3	albendazole625	DMSO	DL238	C	3	cv.red	0.910328324356841
3	albendazole125	DMSO	DL238	C	4	cv.red	1.72919640138123
3	albendazole25	DMSO	DL238	C	5	cv.red	1.33524863960781
3	DMSO	NA	N2	C	7	cv.red	1.27254032921799
3	albendazole3125	DMSO	N2	C	8	cv.red	0.8403470457838
3	albendazole625	DMSO	N2	C	9	cv.red	1.45130426012385
3	DMSO	NA	Ju775	D	1	cv.red	0.842526375286926
3	albendazole125	DMSO	CB4856	D	10	cv.red	1.36057222730726
3	albendazole25	DMSO	CB4856	D	11	cv.red	0.969139111043714
3	albendazole3125	DMSO	Ju775	D	2	cv.red	1.20264888766371
3	albendazole625	DMSO	Ju775	D	3	cv.red	0.744112253433424
3	albendazole125	DMSO	Ju775	D	4	cv.red	1.910059687525
3	albendazole25	DMSO	Ju775	D	5	cv.red	1.31380061453138
3	DMSO	NA	CB4856	D	7	cv.red	0.95199305737216
3	albendazole3125	DMSO	CB4856	D	8	cv.red	1.09009835377776
3	albendazole625	DMSO	CB4856	D	9	cv.red	0.911899284179658
3	DMSO	NA	Ju775	E	1	cv.red	1.33360530314015
3	albendazole125	DMSO	DL238	E	10	cv.red	1.5941944856953
3	albendazole25	DMSO	DL238	E	11	cv.red	2.5055193289345
3	albendazole3125	DMSO	Ju775	E	2	cv.red	0.687401867207208
3	albendazole625	DMSO	Ju775	E	3	cv.red	1.25051743802448
3	albendazole25	DMSO	Ju775	E	5	cv.red	2.03569524530502
3	albendazole3125	DMSO	DL238	E	8	cv.red	1.31749489385995
3	albendazole625	DMSO	DL238	E	9	cv.red	1.45610611920473
3	DMSO	NA	CB4856	F	1	cv.red	1.03686713234466
3	albendazole125	DMSO	N2	F	10	cv.red	1.08400138895509
3	albendazole25	DMSO	N2	F	11	cv.red	1.42264266017023
3	albendazole3125	DMSO	CB4856	F	2	cv.red	1.37848883537027
3	albendazole625	DMSO	CB4856	F	3	cv.red	0.715945144869662
3	albendazole125	DMSO	CB4856	F	4	cv.red	1.11177094401974
3	albendazole25	DMSO	CB4856	F	5	cv.red	3.82991103566184
3	DMSO	NA	N2	F	7	cv.red	1.45742353365352
3	albendazole3125	DMSO	N2	F	8	cv.red	1.21135791423833
3	albendazole625	DMSO	N2	F	9	cv.red	0.767869760575237
3	DMSO	NA	CB4856	G	1	cv.red	1.05023783949592
3	albendazole125	DMSO	Ju775	G	10	cv.red	0.704805160900535
3	albendazole25	DMSO	Ju775	G	11	cv.red	1.56465420208951
3	albendazole3125	DMSO	CB4856	G	2	cv.red	0.939595864354557
3	albendazole125	DMSO	CB4856	G	4	cv.red	1.6381916893473
3	albendazole25	DMSO	CB4856	G	5	cv.red	2.02877958402858
3	albendazole625	DMSO	Ju775	G	9	cv.red	1.0080024973622
3	DMSO	NA	N2	H	1	cv.red	1.13302765689581
3	albendazole625	DMSO	N2	H	3	cv.red	0.704254920484844
3	albendazole25	DMSO	N2	H	5	cv.red	2.80968273136103
3	DMSO	NA	DL238	H	7	cv.red	1.28397152284998
3	DMSO	NA	N2	A	1	iqr.red	24
3	albendazole125	DMSO	CB4856	A	10	iqr.red	15
3	albendazole25	DMSO	CB4856	A	11	iqr.red	11.25
3	albendazole3125	DMSO	N2	A	2	iqr.red	19
3	albendazole625	DMSO	N2	A	3	iqr.red	16
3	albendazole125	DMSO	N2	A	4	iqr.red	14
3	albendazole25	DMSO	N2	A	5	iqr.red	8
3	DMSO	NA	CB4856	A	7	iqr.red	31
3	albendazole3125	DMSO	CB4856	A	8	iqr.red	22
3	albendazole625	DMSO	CB4856	A	9	iqr.red	22
3	DMSO	NA	DL238	B	1	iqr.red	29
3	albendazole125	DMSO	Ju775	B	10	iqr.red	21
3	albendazole25	DMSO	Ju775	B	11	iqr.red	12.25
3	albendazole3125	DMSO	DL238	B	2	iqr.red	25.25
3	albendazole625	DMSO	DL238	B	3	iqr.red	26.25
3	albendazole125	DMSO	DL238	B	4	iqr.red	17.25
3	albendazole25	DMSO	DL238	B	5	iqr.red	12
3	DMSO	NA	Ju775	B	7	iqr.red	28.25
3	albendazole625	DMSO	Ju775	B	9	iqr.red	24
3	DMSO	NA	DL238	C	1	iqr.red	22
3	albendazole125	DMSO	N2	C	10	iqr.red	12
3	albendazole25	DMSO	N2	C	11	iqr.red	7.5
3	albendazole3125	DMSO	DL238	C	2	iqr.red	20.75
3	albendazole625	DMSO	DL238	C	3	iqr.red	24
3	albendazole125	DMSO	DL238	C	4	iqr.red	21
3	albendazole25	DMSO	DL238	C	5	iqr.red	11.25
3	DMSO	NA	N2	C	7	iqr.red	35
3	albendazole3125	DMSO	N2	C	8	iqr.red	17
3	albendazole625	DMSO	N2	C	9	iqr.red	16
3	DMSO	NA	Ju775	D	1	iqr.red	16
3	albendazole125	DMSO	CB4856	D	10	iqr.red	19
3	albendazole25	DMSO	CB4856	D	11	iqr.red	8
3	albendazole3125	DMSO	Ju775	D	2	iqr.red	21
3	albendazole625	DMSO	Ju775	D	3	iqr.red	18.75
3	albendazole125	DMSO	Ju775	D	4	iqr.red	14.5
3	albendazole25	DMSO	Ju775	D	5	iqr.red	15.25
3	DMSO	NA	CB4856	D	7	iqr.red	28.75
3	albendazole3125	DMSO	CB4856	D	8	iqr.red	20
3	albendazole625	DMSO	CB4856	D	9	iqr.red	18
3	DMSO	NA	Ju775	E	1	iqr.red	23.5
3	albendazole125	DMSO	DL238	E	10	iqr.red	16
3	albendazole25	DMSO	DL238	E	11	iqr.red	11
3	albendazole3125	DMSO	Ju775	E	2	iqr.red	26.5
3	albendazole625	DMSO	Ju775	E	3	iqr.red	25.75
3	albendazole25	DMSO	Ju775	E	5	iqr.red	14.5
3	albendazole3125	DMSO	DL238	E	8	iqr.red	27.75
3	albendazole625	DMSO	DL238	E	9	iqr.red	26
3	DMSO	NA	CB4856	F	1	iqr.red	22.75
3	albendazole125	DMSO	N2	F	10	iqr.red	11
3	albendazole25	DMSO	N2	F	11	iqr.red	7
3	albendazole3125	DMSO	CB4856	F	2	iqr.red	20
3	albendazole625	DMSO	CB4856	F	3	iqr.red	18
3	albendazole125	DMSO	CB4856	F	4	iqr.red	12
3	albendazole25	DMSO	CB4856	F	5	iqr.red	8
3	DMSO	NA	N2	F	7	iqr.red	21
3	albendazole3125	DMSO	N2	F	8	iqr.red	12.75
3	albendazole625	DMSO	N2	F	9	iqr.red	15.25
3	DMSO	NA	CB4856	G	1	iqr.red	36.75
3	albendazole125	DMSO	Ju775	G	10	iqr.red	19
3	albendazole25	DMSO	Ju775	G	11	iqr.red	19
3	albendazole3125	DMSO	CB4856	G	2	iqr.red	23
3	albendazole125	DMSO	CB4856	G	4	iqr.red	15
3	albendazole25	DMSO	CB4856	G	5	iqr.red	11
3	albendazole625	DMSO	Ju775	G	9	iqr.red	24
3	DMSO	NA	N2	H	1	iqr.red	21
3	albendazole625	DMSO	N2	H	3	iqr.red	17
3	albendazole25	DMSO	N2	H	5	iqr.red	9
3	DMSO	NA	DL238	H	7	iqr.red	22
3	DMSO	NA	N2	A	1	var.green	2444.28487687051
3	albendazole125	DMSO	CB4856	A	10	var.green	351.108892763731
3	albendazole25	DMSO	CB4856	A	11	var.green	1245.89157014157
3	albendazole3125	DMSO	N2	A	2	var.green	1411.99227331382
3	albendazole625	DMSO	N2	A	3	var.green	366.431242044008
3	albendazole125	DMSO	N2	A	4	var.green	2661.46578109
3	albendazole25	DMSO	N2	A	5	var.green	7231.49593495935
3	DMSO	NA	CB4856	A	7	var.green	2663.84636678201
3	albendazole3125	DMSO	CB4856	A	8	var.green	1591.81141199226
3	albendazole625	DMSO	CB4856	A	9	var.green	2600.77357290158
3	DMSO	NA	DL238	B	1	var.green	2682.86292261265
3	albendazole125	DMSO	Ju775	B	10	var.green	2099.37108953614
3	albendazole25	DMSO	Ju775	B	11	var.green	1459.45434512725
3	albendazole3125	DMSO	DL238	B	2	var.green	2001.74820172795
3	albendazole625	DMSO	DL238	B	3	var.green	4749.79373069927
3	albendazole125	DMSO	DL238	B	4	var.green	1467.51964989566
3	albendazole25	DMSO	DL238	B	5	var.green	4685.31836581709
3	DMSO	NA	Ju775	B	7	var.green	4563.97186824439
3	albendazole625	DMSO	Ju775	B	9	var.green	1357.81285714286
3	DMSO	NA	DL238	C	1	var.green	2705.17940735616
3	albendazole125	DMSO	N2	C	10	var.green	636.934822167079
3	albendazole25	DMSO	N2	C	11	var.green	187.085176085176
3	albendazole3125	DMSO	DL238	C	2	var.green	2626.87656427759
3	albendazole625	DMSO	DL238	C	3	var.green	1247.06383799421
3	albendazole125	DMSO	DL238	C	4	var.green	3373.22856685006
3	albendazole25	DMSO	DL238	C	5	var.green	951.056575682382
3	DMSO	NA	N2	C	7	var.green	4675.6305657342
3	albendazole3125	DMSO	N2	C	8	var.green	625.556152647975
3	albendazole625	DMSO	N2	C	9	var.green	1881.29213783874
3	DMSO	NA	Ju775	D	1	var.green	726.694960806271
3	albendazole125	DMSO	CB4856	D	10	var.green	1709.30116040384
3	albendazole25	DMSO	CB4856	D	11	var.green	341.858509911142
3	albendazole3125	DMSO	Ju775	D	2	var.green	2623.47170099161
3	albendazole625	DMSO	Ju775	D	3	var.green	612.589887640449
3	albendazole125	DMSO	Ju775	D	4	var.green	4528.45821157218
3	albendazole25	DMSO	Ju775	D	5	var.green	1448.65427631579
3	DMSO	NA	CB4856	D	7	var.green	1754.3384237848
3	albendazole3125	DMSO	CB4856	D	8	var.green	1327.56746545769
3	albendazole625	DMSO	CB4856	D	9	var.green	865.026908340702
3	DMSO	NA	Ju775	E	1	var.green	2772.66240055344
3	albendazole125	DMSO	DL238	E	10	var.green	3354.6858456486
3	albendazole25	DMSO	DL238	E	11	var.green	2143.59489805969
3	albendazole3125	DMSO	Ju775	E	2	var.green	1138.04289662797
3	albendazole625	DMSO	Ju775	E	3	var.green	4335.47653223969
3	albendazole25	DMSO	Ju775	E	5	var.green	5482.41087344028
3	albendazole3125	DMSO	DL238	E	8	var.green	3402.13207093638
3	albendazole625	DMSO	DL238	E	9	var.green	3443.73273602124
3	DMSO	NA	CB4856	F	1	var.green	1409.81173343459
3	albendazole125	DMSO	N2	F	10	var.green	322.017638412543
3	albendazole25	DMSO	N2	F	11	var.green	334.643245431414
3	albendazole3125	DMSO	CB4856	F	2	var.green	2745.16474679417
3	albendazole625	DMSO	CB4856	F	3	var.green	573.250325595648
3	albendazole125	DMSO	CB4856	F	4	var.green	503.788038381069
3	albendazole25	DMSO	CB4856	F	5	var.green	3269.49337701182
3	DMSO	NA	N2	F	7	var.green	4223.749238965
3	albendazole3125	DMSO	N2	F	8	var.green	907.79756352245
3	albendazole625	DMSO	N2	F	9	var.green	507.010416666667
3	DMSO	NA	CB4856	G	1	var.green	2904.27532509885
3	albendazole125	DMSO	Ju775	G	10	var.green	924.137816455696
3	albendazole25	DMSO	Ju775	G	11	var.green	3009.35588487973
3	albendazole3125	DMSO	CB4856	G	2	var.green	1145.42022431691
3	albendazole125	DMSO	CB4856	G	4	var.green	2180.34738141421
3	albendazole25	DMSO	CB4856	G	5	var.green	3299.34534242129
3	albendazole625	DMSO	Ju775	G	9	var.green	1842.14910013169
3	DMSO	NA	N2	H	1	var.green	1721.63435536088
3	albendazole625	DMSO	N2	H	3	var.green	600.147551546392
3	albendazole25	DMSO	N2	H	5	var.green	6195.05454545455
3	DMSO	NA	DL238	H	7	var.green	1703.0928188109
3	DMSO	NA	N2	A	1	cv.green	1.32178327856992
3	albendazole125	DMSO	CB4856	A	10	cv.green	0.899883651407908
3	albendazole25	DMSO	CB4856	A	11	cv.green	1.70253453828164
3	albendazole3125	DMSO	N2	A	2	cv.green	1.17170105465267
3	albendazole625	DMSO	N2	A	3	cv.green	0.74000041999118
3	albendazole125	DMSO	N2	A	4	cv.green	1.95186283973299
3	albendazole25	DMSO	N2	A	5	cv.green	3.2035831375321
3	DMSO	NA	CB4856	A	7	cv.green	1.16244286687453
3	albendazole3125	DMSO	CB4856	A	8	cv.green	1.02900967141734
3	albendazole625	DMSO	CB4856	A	9	cv.green	1.41531901656449
3	DMSO	NA	DL238	B	1	cv.green	1.3349978602529
3	albendazole125	DMSO	Ju775	B	10	cv.green	1.2022450441398
3	albendazole25	DMSO	Ju775	B	11	cv.green	1.28030254758246
3	albendazole3125	DMSO	DL238	B	2	cv.green	1.25918459595475
3	albendazole625	DMSO	DL238	B	3	cv.green	1.59889832564782
3	albendazole125	DMSO	DL238	B	4	cv.green	1.29800474850104
3	albendazole25	DMSO	DL238	B	5	cv.green	2.29815592183541
3	DMSO	NA	Ju775	B	7	cv.green	1.31084207494997
3	albendazole625	DMSO	Ju775	B	9	cv.green	0.844665037903852
3	DMSO	NA	DL238	C	1	cv.green	1.49399659879371
3	albendazole125	DMSO	N2	C	10	cv.green	1.12294938886257
3	albendazole25	DMSO	N2	C	11	cv.green	0.992967837687193
3	albendazole3125	DMSO	DL238	C	2	cv.green	1.40053915803908
3	albendazole625	DMSO	DL238	C	3	cv.green	0.917474958386419
3	albendazole125	DMSO	DL238	C	4	cv.green	1.62495290046911
3	albendazole25	DMSO	DL238	C	5	cv.green	1.46584887475241
3	DMSO	NA	N2	C	7	cv.green	1.29446344874562
3	albendazole3125	DMSO	N2	C	8	cv.green	0.897648670176206
3	albendazole625	DMSO	N2	C	9	cv.green	1.50284215078221
3	DMSO	NA	Ju775	D	1	cv.green	0.834998900506754
3	albendazole125	DMSO	CB4856	D	10	cv.green	1.45426747862749
3	albendazole25	DMSO	CB4856	D	11	cv.green	1.07366896249228
3	albendazole3125	DMSO	Ju775	D	2	cv.green	1.17312910844927
3	albendazole625	DMSO	Ju775	D	3	cv.green	0.697198683929055
3	albendazole125	DMSO	Ju775	D	4	cv.green	1.76694943507114
3	albendazole25	DMSO	Ju775	D	5	cv.green	1.00408748451482
3	DMSO	NA	CB4856	D	7	cv.green	0.997403389287905
3	albendazole3125	DMSO	CB4856	D	8	cv.green	1.17475931359864
3	albendazole625	DMSO	CB4856	D	9	cv.green	0.918994335642791
3	DMSO	NA	Ju775	E	1	cv.green	1.34373205799417
3	albendazole125	DMSO	DL238	E	10	cv.green	1.62278878228898
3	albendazole25	DMSO	DL238	E	11	cv.green	2.11728594009709
3	albendazole3125	DMSO	Ju775	E	2	cv.green	0.710263620822728
3	albendazole625	DMSO	Ju775	E	3	cv.green	1.31002467821943
3	albendazole25	DMSO	Ju775	E	5	cv.green	1.86065952507345
3	albendazole3125	DMSO	DL238	E	8	cv.green	1.28396606121543
3	albendazole625	DMSO	DL238	E	9	cv.green	1.59939044602432
3	DMSO	NA	CB4856	F	1	cv.green	1.05264696998475
3	albendazole125	DMSO	N2	F	10	cv.green	0.940053865997813
3	albendazole25	DMSO	N2	F	11	cv.green	1.12155592266555
3	albendazole3125	DMSO	CB4856	F	2	cv.green	1.33389920141534
3	albendazole625	DMSO	CB4856	F	3	cv.green	0.750358022232119
3	albendazole125	DMSO	CB4856	F	4	cv.green	1.04034200711759
3	albendazole25	DMSO	CB4856	F	5	cv.green	2.52856134595241
3	DMSO	NA	N2	F	7	cv.green	1.44335187027208
3	albendazole3125	DMSO	N2	F	8	cv.green	1.17856545085314
3	albendazole625	DMSO	N2	F	9	cv.green	0.828524957267722
3	DMSO	NA	CB4856	G	1	cv.green	1.09399003332597
3	albendazole125	DMSO	Ju775	G	10	cv.green	0.803426102064999
3	albendazole25	DMSO	Ju775	G	11	cv.green	1.48636504264014
3	albendazole3125	DMSO	CB4856	G	2	cv.green	0.980595130277659
3	albendazole125	DMSO	CB4856	G	4	cv.green	1.70988307046536
3	albendazole25	DMSO	CB4856	G	5	cv.green	1.80931193041208
3	albendazole625	DMSO	Ju775	G	9	cv.green	0.970354569838342
3	DMSO	NA	N2	H	1	cv.green	1.21594988209532
3	albendazole625	DMSO	N2	H	3	cv.green	0.90422267322042
3	albendazole25	DMSO	N2	H	5	cv.green	2.7140920278461
3	DMSO	NA	DL238	H	7	cv.green	1.30769562494271
3	DMSO	NA	N2	A	1	iqr.green	40
3	albendazole125	DMSO	CB4856	A	10	iqr.green	20.75
3	albendazole25	DMSO	CB4856	A	11	iqr.green	17.5
3	albendazole3125	DMSO	N2	A	2	iqr.green	31
3	albendazole625	DMSO	N2	A	3	iqr.green	23
3	albendazole125	DMSO	N2	A	4	iqr.green	20
3	albendazole25	DMSO	N2	A	5	iqr.green	12.5
3	DMSO	NA	CB4856	A	7	iqr.green	52
3	albendazole3125	DMSO	CB4856	A	8	iqr.green	35.75
3	albendazole625	DMSO	CB4856	A	9	iqr.green	31.75
3	DMSO	NA	DL238	B	1	iqr.green	34
3	albendazole125	DMSO	Ju775	B	10	iqr.green	33
3	albendazole25	DMSO	Ju775	B	11	iqr.green	19.75
3	albendazole3125	DMSO	DL238	B	2	iqr.green	34
3	albendazole625	DMSO	DL238	B	3	iqr.green	37
3	albendazole125	DMSO	DL238	B	4	iqr.green	25.25
3	albendazole25	DMSO	DL238	B	5	iqr.green	17.25
3	DMSO	NA	Ju775	B	7	iqr.green	50.5
3	albendazole625	DMSO	Ju775	B	9	iqr.green	43.25
3	DMSO	NA	DL238	C	1	iqr.green	28
3	albendazole125	DMSO	N2	C	10	iqr.green	19.25
3	albendazole25	DMSO	N2	C	11	iqr.green	12
3	albendazole3125	DMSO	DL238	C	2	iqr.green	27.75
3	albendazole625	DMSO	DL238	C	3	iqr.green	37.75
3	albendazole125	DMSO	DL238	C	4	iqr.green	28.25
3	albendazole25	DMSO	DL238	C	5	iqr.green	17
3	DMSO	NA	N2	C	7	iqr.green	54.5
3	albendazole3125	DMSO	N2	C	8	iqr.green	28
3	albendazole625	DMSO	N2	C	9	iqr.green	22
3	DMSO	NA	Ju775	D	1	iqr.green	29
3	albendazole125	DMSO	CB4856	D	10	iqr.green	29
3	albendazole25	DMSO	CB4856	D	11	iqr.green	13
3	albendazole3125	DMSO	Ju775	D	2	iqr.green	38.5
3	albendazole625	DMSO	Ju775	D	3	iqr.green	35.25
3	albendazole125	DMSO	Ju775	D	4	iqr.green	24.5
3	albendazole25	DMSO	Ju775	D	5	iqr.green	31
3	DMSO	NA	CB4856	D	7	iqr.green	48.5
3	albendazole3125	DMSO	CB4856	D	8	iqr.green	31
3	albendazole625	DMSO	CB4856	D	9	iqr.green	28
3	DMSO	NA	Ju775	E	1	iqr.green	38
3	albendazole125	DMSO	DL238	E	10	iqr.green	25.5
3	albendazole25	DMSO	DL238	E	11	iqr.green	16
3	albendazole3125	DMSO	Ju775	E	2	iqr.green	45.5
3	albendazole625	DMSO	Ju775	E	3	iqr.green	44.75
3	albendazole25	DMSO	Ju775	E	5	iqr.green	26
3	albendazole3125	DMSO	DL238	E	8	iqr.green	37.75
3	albendazole625	DMSO	DL238	E	9	iqr.green	34
3	DMSO	NA	CB4856	F	1	iqr.green	38.75
3	albendazole125	DMSO	N2	F	10	iqr.green	15
3	albendazole25	DMSO	N2	F	11	iqr.green	12
3	albendazole3125	DMSO	CB4856	F	2	iqr.green	29.5
3	albendazole625	DMSO	CB4856	F	3	iqr.green	28
3	albendazole125	DMSO	CB4856	F	4	iqr.green	17
3	albendazole25	DMSO	CB4856	F	5	iqr.green	13
3	DMSO	NA	N2	F	7	iqr.green	42
3	albendazole3125	DMSO	N2	F	8	iqr.green	22
3	albendazole625	DMSO	N2	F	9	iqr.green	27.25
3	DMSO	NA	CB4856	G	1	iqr.green	57.75
3	albendazole125	DMSO	Ju775	G	10	iqr.green	35.25
3	albendazole25	DMSO	Ju775	G	11	iqr.green	31
3	albendazole3125	DMSO	CB4856	G	2	iqr.green	35.5
3	albendazole125	DMSO	CB4856	G	4	iqr.green	23.5
3	albendazole25	DMSO	CB4856	G	5	iqr.green	25
3	albendazole625	DMSO	Ju775	G	9	iqr.green	39.5
3	DMSO	NA	N2	H	1	iqr.green	37.75
3	albendazole625	DMSO	N2	H	3	iqr.green	29
3	albendazole25	DMSO	N2	H	5	iqr.green	14.25
3	DMSO	NA	DL238	H	7	iqr.green	23
3	DMSO	NA	N2	A	1	var.yellow	1492.79772004242
3	albendazole125	DMSO	CB4856	A	10	var.yellow	289.423772159256
3	albendazole25	DMSO	CB4856	A	11	var.yellow	783.96324002574
3	albendazole3125	DMSO	N2	A	2	var.yellow	1062.7976111793
3	albendazole625	DMSO	N2	A	3	var.yellow	264.384360792871
3	albendazole125	DMSO	N2	A	4	var.yellow	2190.25130845375
3	albendazole25	DMSO	N2	A	5	var.yellow	5762.45075303212
3	DMSO	NA	CB4856	A	7	var.yellow	1677.38466770075
3	albendazole3125	DMSO	CB4856	A	8	var.yellow	1111.33274385189
3	albendazole625	DMSO	CB4856	A	9	var.yellow	1815.62847176517
3	DMSO	NA	DL238	B	1	var.yellow	1984.54928136668
3	albendazole125	DMSO	Ju775	B	10	var.yellow	1625.77379109798
3	albendazole25	DMSO	Ju775	B	11	var.yellow	1419.17641216636
3	albendazole3125	DMSO	DL238	B	2	var.yellow	1754.2793148483
3	albendazole625	DMSO	DL238	B	3	var.yellow	3565.51650873557
3	albendazole125	DMSO	DL238	B	4	var.yellow	1386.91929438133
3	albendazole25	DMSO	DL238	B	5	var.yellow	3672.65697151424
3	DMSO	NA	Ju775	B	7	var.yellow	2891.44575605871
3	albendazole625	DMSO	Ju775	B	9	var.yellow	1020.06532467532
3	DMSO	NA	DL238	C	1	var.yellow	2126.71885160844
3	albendazole125	DMSO	N2	C	10	var.yellow	197.578990901572
3	albendazole25	DMSO	N2	C	11	var.yellow	182.915479115479
3	albendazole3125	DMSO	DL238	C	2	var.yellow	2164.96585869843
3	albendazole625	DMSO	DL238	C	3	var.yellow	914.673020465017
3	albendazole125	DMSO	DL238	C	4	var.yellow	3345.63378024678
3	albendazole25	DMSO	DL238	C	5	var.yellow	821.595864350703
3	DMSO	NA	N2	C	7	var.yellow	3209.6021985879
3	albendazole3125	DMSO	N2	C	8	var.yellow	451.440673676013
3	albendazole625	DMSO	N2	C	9	var.yellow	1447.59836065574
3	DMSO	NA	Ju775	D	1	var.yellow	509.846136618141
3	albendazole125	DMSO	CB4856	D	10	var.yellow	1251.79833270496
3	albendazole25	DMSO	CB4856	D	11	var.yellow	272.143198906357
3	albendazole3125	DMSO	Ju775	D	2	var.yellow	1928.16399694889
3	albendazole625	DMSO	Ju775	D	3	var.yellow	473.397752808989
3	albendazole125	DMSO	Ju775	D	4	var.yellow	4371.38457042665
3	albendazole25	DMSO	Ju775	D	5	var.yellow	1376.56798245614
3	DMSO	NA	CB4856	D	7	var.yellow	1204.76768286928
3	albendazole3125	DMSO	CB4856	D	8	var.yellow	955.220693005181
3	albendazole625	DMSO	CB4856	D	9	var.yellow	696.605570291777
3	DMSO	NA	Ju775	E	1	var.yellow	1937.46666666667
3	albendazole125	DMSO	DL238	E	10	var.yellow	2381.72906403941
3	albendazole25	DMSO	DL238	E	11	var.yellow	1775.97508125677
3	albendazole3125	DMSO	Ju775	E	2	var.yellow	832.122166943063
